sample_id,event_uid,subject,session_stamp,split,gt_peak_abs,is_large_response,is_difficult_peak_top20,rmse_delta_keypoint_minus_rbf,keypoint_better_rmse,selector_prob_keypoint,selector_threshold,selected_model
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000584705__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_18_07_01__000584705,zx,2025_09_27_18_07_01,train,0.218166172504425,0,0,0.4937166869640351,0,0.06020876192201003,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000096340__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_18_17_48__000096340,zx,2025_09_27_18_17_48,train,1.7685450315475464,1,1,0.09773260354995728,0,0.09944560695959337,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000253945__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_18_17_48__000253945,zx,2025_09_27_18_17_48,train,1.214576005935669,0,0,0.004788607358932495,0,0.92996331570089,0.55,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000377105__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_18_17_48__000377105,zx,2025_09_27_18_17_48,train,1.170593023300171,0,0,0.10204094648361209,0,0.4262459232903606,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000468965__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_18_17_48__000468965,zx,2025_09_27_18_17_48,train,0.4288279712200165,0,0,0.2199675887823105,0,0.03223402996113435,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000554770__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_18_17_48__000554770,zx,2025_09_27_18_17_48,train,0.4501203894615173,0,0,0.2291492708027363,0,0.09614466742081125,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__zxy__2025_09_28_16_12_11__000090925__pre3_label3_response_coverage,vehicle_instability_allraw__zxy__2025_09_28_16_12_11__000090925,zxy,2025_09_28_16_12_11,train,0.8772020936012268,0,0,0.0768816024065018,0,0.32009878435782463,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__zxy__2025_09_28_16_12_11__000283050__pre3_label3_response_coverage,vehicle_instability_allraw__zxy__2025_09_28_16_12_11__000283050,zxy,2025_09_28_16_12_11,train,0.5078909993171692,0,0,0.2467941790819168,0,0.942780285002199,0.55,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__zxy__2025_09_28_16_12_11__000387335__pre3_label3_response_coverage,vehicle_instability_allraw__zxy__2025_09_28_16_12_11__000387335,zxy,2025_09_28_16_12_11,train,1.0789631605148315,0,0,-0.010475993156433105,1,0.5244277050403741,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__cwh__2025_09_26_19_56_16__000205130__pre3_label3_response_coverage,vehicle_instability_allraw__cwh__2025_09_26_19_56_16__000205130,cwh,2025_09_26_19_56_16,val,0.8892450332641602,0,0,-0.0864933431148529,1,0.6171099510123392,0.55,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__cwh__2025_09_26_19_56_16__000309365__pre3_label3_response_coverage,vehicle_instability_allraw__cwh__2025_09_26_19_56_16__000309365,cwh,2025_09_26_19_56_16,val,1.358564019203186,0,0,0.01782089471817011,0,0.3625491839827254,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__cwh__2025_09_26_19_56_16__000329785__pre3_label3_response_coverage,vehicle_instability_allraw__cwh__2025_09_26_19_56_16__000329785,cwh,2025_09_26_19_56_16,val,1.5020259618759155,0,0,-0.04006069898605347,1,0.7517073063301832,0.55,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__cwh__2025_09_26_19_56_16__000388180__pre3_label3_response_coverage,vehicle_instability_allraw__cwh__2025_09_26_19_56_16__000388180,cwh,2025_09_26_19_56_16,val,0.9496341347694396,0,0,0.10909387469291681,0,0.4350816828125014,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__jy__2025_09_26_18_01_40__000064705__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_18_01_40__000064705,jy,2025_09_26_18_01_40,val,1.2203320264816284,0,0,-0.04223740100860601,1,0.5008332488443057,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__jy__2025_09_26_18_01_40__000198735__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_18_01_40__000198735,jy,2025_09_26_18_01_40,val,1.3861379623413086,0,0,0.1695136725902558,0,0.5175698434220447,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__jy__2025_09_26_18_01_40__000326600__pre3_label3_response_coverage,vehicle_instability_allraw__jy__2025_09_26_18_01_40__000326600,jy,2025_09_26_18_01_40,val,1.1723370552062988,0,0,0.050205439329147394,0,0.6098274233891449,0.55,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000221270__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000221270,rjy,2025_09_28_20_15_42,val,0.7922049760818481,0,0,0.03461247682571411,0,0.7044435424904106,0.55,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000378840__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000378840,rjy,2025_09_28_20_15_42,val,0.3790860176086426,0,0,-0.06674778461456304,1,0.09596152975777672,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000382075__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000382075,rjy,2025_09_28_20_15_42,val,2.055994987487793,1,1,0.14412468671798706,0,0.3016928957055374,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000547420__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000547420,rjy,2025_09_28_20_15_42,val,0.511729896068573,0,0,-0.09087479114532471,1,0.5625682007829398,0.55,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000560065__pre3_label3_response_coverage,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000560065,rjy,2025_09_28_20_15_42,val,1.0259090662002563,0,0,0.006732732057571411,0,0.4420914726258233,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000139565__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000139565,txj,2025_09_27_08_40_46,val,0.2876300811767578,0,0,-0.1121574342250824,1,0.01974220801850731,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000301130__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000301130,txj,2025_09_27_08_40_46,val,0.572642982006073,0,0,0.033071309328079224,0,0.8132239165213768,0.55,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000441855__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000441855,txj,2025_09_27_08_40_46,val,0.0088999271392822,0,0,-0.11505825817584991,1,0.4196762163503569,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000633830__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000633830,txj,2025_09_27_08_40_46,val,0.2099629938602447,0,0,0.10868187993764879,0,0.5321719718814072,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000660595__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000660595,txj,2025_09_27_08_40_46,val,2.206793069839477,1,1,-0.38835304975509644,1,0.6161977339458989,0.55,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000687315__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_40_46__000687315,txj,2025_09_27_08_40_46,val,1.191012978553772,0,0,0.02829651534557348,0,0.2503193805684261,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__txj__2025_09_27_08_53_44__000300320__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_53_44__000300320,txj,2025_09_27_08_53_44,val,0.3396410048007965,0,0,0.4047247171401978,0,0.7193670583792848,0.55,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__txj__2025_09_27_08_53_44__000326790__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_53_44__000326790,txj,2025_09_27_08_53_44,val,1.3283720016479492,0,0,0.05875632166862493,0,0.8982185179303361,0.55,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__txj__2025_09_27_08_53_44__000386965__pre3_label3_response_coverage,vehicle_instability_allraw__txj__2025_09_27_08_53_44__000386965,txj,2025_09_27_08_53_44,val,2.1387240886688232,1,1,0.08342325687408447,0,0.09553841523565998,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000075085__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000075085,yzy,2025_09_27_14_26_04,val,0.4270801544189453,0,0,-0.03675518929958341,1,0.002324498941112529,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000205385__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000205385,yzy,2025_09_27_14_26_04,val,1.429599046707153,0,0,0.0200434029102326,0,0.590388992711492,0.55,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000385650__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000385650,yzy,2025_09_27_14_26_04,val,0.524994969367981,0,0,0.093924805521965,0,0.5568715668177343,0.55,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000428685__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000428685,yzy,2025_09_27_14_26_04,val,1.2990481853485107,0,0,-0.08554236590862282,1,0.2340931802981452,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000213665__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000213665,yzy,2025_09_27_14_37_08,val,1.4303009510040283,0,0,-0.03328597545623779,1,0.4884304027150681,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000269385__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000269385,yzy,2025_09_27_14_37_08,val,1.746204137802124,1,0,0.07221001386642456,0,0.5090075609975167,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000376440__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000376440,yzy,2025_09_27_14_37_08,val,1.1873469352722168,0,0,0.0386654883623124,0,0.43668060420497823,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000078890__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000078890,zx,2025_09_27_16_46_13,val,1.9704800844192505,1,1,-0.09131991863250732,1,0.20009265173381238,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000087075__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000087075,zx,2025_09_27_16_46_13,val,2.743656635284424,1,1,-0.19402241706848145,1,0.28745509222974236,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000152930__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000152930,zx,2025_09_27_16_46_13,val,2.005558967590332,1,1,0.317752480506897,0,0.022328239269837433,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000263295__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000263295,zx,2025_09_27_16_46_13,val,1.891584873199463,1,1,0.12009304761886597,0,0.3927291328258641,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000293010__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000293010,zx,2025_09_27_16_46_13,val,1.3250539302825928,0,0,-0.1357371211051941,1,0.8020858808901128,0.55,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000316255__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000316255,zx,2025_09_27_16_46_13,val,3.1869680881500244,1,1,0.41830551624298096,0,0.44996257059794126,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000599550__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000599550,zx,2025_09_27_16_46_13,val,0.9925658702850342,0,0,0.12846112251281738,0,0.6087834273850524,0.55,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000632670__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000632670,zx,2025_09_27_16_46_13,val,0.5733399987220764,0,0,0.024973958730697632,0,0.4055546606407046,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000166410__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000166410,zx,2025_09_27_17_45_11,val,0.2061300277709961,0,0,0.7172281742095947,0,0.0011665072821103264,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000242010__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000242010,zx,2025_09_27_17_45_11,val,0.8325225114822388,0,0,-0.06679630279541016,1,0.769717978652308,0.55,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000361280__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000361280,zx,2025_09_27_17_45_11,val,1.652127027511597,1,0,0.20000439882278453,0,0.15500030904312903,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000449820__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000449820,zx,2025_09_27_17_45_11,val,1.1838561296463013,0,0,-0.33163121342658997,1,0.3585646220529381,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__zxy__2025_09_28_16_01_55__000349230__pre3_label3_response_coverage,vehicle_instability_allraw__zxy__2025_09_28_16_01_55__000349230,zxy,2025_09_28_16_01_55,val,0.0715599060058593,0,0,0.23227176070213318,0,0.005704374475214568,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__zxy__2025_09_28_16_01_55__000377385__pre3_label3_response_coverage,vehicle_instability_allraw__zxy__2025_09_28_16_01_55__000377385,zxy,2025_09_28_16_01_55,val,0.935322105884552,0,0,-0.38398301601409934,1,0.05789262785639413,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000095580__pre3_label3_response_coverage,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000095580,byx,2025_09_28_17_46_00,test,1.4929579496383667,0,0,-0.02537408471107483,1,0.22432156860645555,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__byx__2025_09_28_17_46_00__000215315__pre3_label3_response_coverage,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000215315,byx,2025_09_28_17_46_00,test,1.1232937574386597,0,0,-0.025725662708282387,1,0.6834633365479383,0.55,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__gf__2025_09_26_10_30_12__000223260__pre3_label3_response_coverage,vehicle_instability_allraw__gf__2025_09_26_10_30_12__000223260,gf,2025_09_26_10_30_12,test,1.5163418054580688,0,0,0.06746062636375433,0,0.5207818116326346,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__gf__2025_09_26_10_30_12__000425785__pre3_label3_response_coverage,vehicle_instability_allraw__gf__2025_09_26_10_30_12__000425785,gf,2025_09_26_10_30_12,test,2.145881175994873,1,1,-0.1548696756362914,1,0.7390108425211023,0.55,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__gf__2025_09_26_10_52_57__000300870__pre3_label3_response_coverage,vehicle_instability_allraw__gf__2025_09_26_10_52_57__000300870,gf,2025_09_26_10_52_57,test,0.559203028678894,0,0,0.44412338733673107,0,0.7219709622856909,0.55,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__gf__2025_09_26_10_52_57__000471505__pre3_label3_response_coverage,vehicle_instability_allraw__gf__2025_09_26_10_52_57__000471505,gf,2025_09_26_10_52_57,test,1.254542589187622,0,0,-0.0965092778205871,1,0.4360765627070384,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000053185__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000053185,gzj,2025_09_27_12_17_12,test,2.043076992034912,1,1,0.14532947540283203,0,0.05983290942357588,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000081700__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000081700,gzj,2025_09_27_12_17_12,test,1.3226046562194824,0,0,-0.15321865677833557,1,0.5800467909899879,0.55,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000175240__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000175240,gzj,2025_09_27_12_17_12,test,0.7986618280410767,0,0,0.09951573610305786,0,0.7453261043648596,0.55,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000186555__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000186555,gzj,2025_09_27_12_17_12,test,1.19834303855896,0,0,0.0943993330001831,0,0.7832267389858099,0.55,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000273440__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000273440,gzj,2025_09_27_12_17_12,test,1.2020080089569092,0,0,0.05450204014778137,0,0.7649357092959947,0.55,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000362460__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000362460,gzj,2025_09_27_12_17_12,test,1.0026919841766355,0,0,-0.1381816565990448,1,0.21811593243602506,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000392590__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000392590,gzj,2025_09_27_12_17_12,test,2.594604015350342,1,1,0.023424744606017844,0,0.24376062280510902,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000518180__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000518180,gzj,2025_09_27_12_17_12,test,0.518537700176239,0,0,-0.15086254477500916,1,0.23292409069268527,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000585940__pre3_label3_response_coverage,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000585940,gzj,2025_09_27_12_17_12,test,0.2288129925727844,0,0,0.16256889700889587,0,0.16723691880377767,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000034605__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000034605,hzh,2025_09_26_20_50_27,test,0.5717697739601135,0,0,-0.19074845314025882,1,0.05540164657804073,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000128695__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000128695,hzh,2025_09_26_20_50_27,test,1.2557679414749146,0,0,0.1351027488708496,0,0.13963442548256058,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000245880__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000245880,hzh,2025_09_26_20_50_27,test,0.1583000421524047,0,0,-0.06403028964996339,1,0.006555473251479656,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000681250__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000681250,hzh,2025_09_26_20_50_27,test,0.969879984855652,0,0,0.2764233946800233,0,0.400352309983934,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000202260__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000202260,hzh,2025_09_26_21_03_19,test,1.102524995803833,0,0,0.13775420188903814,0,0.516400007180457,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000221890__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000221890,hzh,2025_09_26_21_03_19,test,1.6784822940826416,1,0,0.20683974027633667,0,0.2876125273093968,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000326200__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000326200,hzh,2025_09_26_21_03_19,test,1.3070790767669678,0,0,-0.07220458984375,1,0.23256052709188121,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000504660__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000504660,hzh,2025_09_26_21_03_19,test,0.7967429757118225,0,0,-0.1526209563016892,1,0.7010807612176319,0.55,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000081885__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000081885,hzh,2025_09_27_19_44_05,test,1.791234016418457,1,1,0.23888209462165838,0,0.28605652241466595,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000176245__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000176245,hzh,2025_09_27_19_44_05,test,1.2744419574737549,0,0,0.10189473628997808,0,0.4373599738449148,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000218700__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000218700,hzh,2025_09_27_19_44_05,test,1.983918070793152,1,1,0.05220109224319458,0,0.26523368668818503,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000246255__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000246255,hzh,2025_09_27_19_44_05,test,1.1740800142288208,0,0,0.0337518900632858,0,0.8004346818416694,0.55,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000326390__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000326390,hzh,2025_09_27_19_44_05,test,1.3761889934539795,0,0,0.1465473175048828,0,0.14904972146892054,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000345860__pre3_label3_response_coverage,vehicle_instability_allraw__hzh__2025_09_27_19_44_05__000345860,hzh,2025_09_27_19_44_05,test,0.9915213584899902,0,0,0.025635749101638794,0,0.27530032729065596,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000058890__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000058890,tyy,2025_09_28_14_44_09,test,2.333853006362915,1,1,0.11620903015136719,0,0.4727349726109894,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000471655__pre3_label3_response_coverage,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000471655,tyy,2025_09_28_14_44_09,test,0.7096503973007202,0,0,-0.001212477684020996,1,0.0304047546594735,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000062885__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000062885,yyl,2025_09_28_09_49_11,test,1.095893383026123,0,0,0.1571274101734162,0,0.3307653399506376,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000327680__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000327680,yyl,2025_09_28_09_49_11,test,1.7699379920959473,1,1,0.22545465826988229,0,0.37975316019914457,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000484470__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000484470,yyl,2025_09_28_09_49_11,test,0.7447320222854614,0,0,-0.0301693975925445,1,0.7562804986257026,0.55,keypoint_residual_vehicle_transformer_no_subject
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000020450__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000020450,zx,2025_09_27_18_00_08,test,1.124341607093811,0,0,0.086829274892807,0,0.2496745604545573,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000149680__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000149680,zx,2025_09_27_18_00_08,test,1.016481637954712,0,0,-0.025175631046295055,1,0.14525684730655322,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000173505__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000173505,zx,2025_09_27_18_00_08,test,1.1810654401779177,0,0,-0.38028788566589355,1,0.017483504599716104,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000353905__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000353905,zx,2025_09_27_18_00_08,test,0.7283228635787964,0,0,-0.3777152597904206,1,0.04879337757137866,0.55,rbf_kernel_ridge_context_no_subject
vehicle_instability_allraw__zxy__2025_09_28_15_57_38__000182350__pre3_label3_response_coverage,vehicle_instability_allraw__zxy__2025_09_28_15_57_38__000182350,zxy,2025_09_28_15_57_38,test,0.5749120116233826,0,0,-0.048176348209381104,1,0.05471338645429161,0.55,rbf_kernel_ridge_context_no_subject
