old_event_uid,subject,session_stamp,old_anchor_source,old_anchor_time_rel_s,phase_type,event_level,nearest_raw_road_curvature_onset_event_uid,nearest_raw_road_curvature_onset_delta_s,nearest_raw_road_curvature_onset_within_0p5s,nearest_raw_road_curvature_onset_within_1s,nearest_raw_vehicle_dynamic_onset_event_uid,nearest_raw_vehicle_dynamic_onset_delta_s,nearest_raw_vehicle_dynamic_onset_within_0p5s,nearest_raw_vehicle_dynamic_onset_within_1s
old_v400_context__yyl__2025_09_28_09_39_01__00050,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,513.59,secondary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00004,-34.075000000000045,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00045,-0.029999999999972715,True,True
old_v400_context__yyl__2025_09_28_09_39_01__00051,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,516.37,primary,medium_active,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00005,35.18500000000006,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00045,-2.8099999999999454,False,False
old_v400_context__yyl__2025_09_28_09_39_01__00052,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,518.89,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00005,32.66500000000008,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00045,-5.329999999999927,False,False
old_v400_context__yyl__2025_09_28_09_39_01__00053,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,521.87,secondary,medium_active,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00005,29.68500000000006,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00046,6.6200000000000045,False,False
old_v400_context__yyl__2025_09_28_09_39_01__00054,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,529.26,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00005,22.295000000000073,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00046,-0.7699999999999818,False,True
old_v400_context__yyl__2025_09_28_09_39_01__00055,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,531.21,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00005,20.345000000000027,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00047,0.38999999999998636,True,True
old_v400_context__yyl__2025_09_28_09_39_01__00056,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,537.94,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00005,13.615000000000009,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00049,-0.8350000000000364,False,True
old_v400_context__yyl__2025_09_28_09_39_01__00057,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,540.505,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00005,11.050000000000068,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00050,-1.625,False,False
old_v400_context__yyl__2025_09_28_09_39_01__00058,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,544.275,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00005,7.280000000000086,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00051,-1.2049999999999272,False,False
old_v400_context__yyl__2025_09_28_09_39_01__00059,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,547.29,secondary,medium_active,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00005,4.2650000000001,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00052,3.75,False,False
old_v400_context__yyl__2025_09_28_09_39_01__00060,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,555.24,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00005,-3.6849999999999454,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00054,-0.3650000000000091,True,True
old_v400_context__yyl__2025_09_28_09_39_01__00061,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,559.515,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00005,-7.959999999999923,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00054,-4.639999999999986,False,False
old_v400_context__yyl__2025_09_28_09_39_01__00062,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,562.165,primary,extreme_active,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00005,-10.6099999999999,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00055,2.490000000000009,False,False
old_v400_context__yyl__2025_09_28_09_39_01__00063,yyl,2025_09_28_09_39_01,old_v400_context_trigger_idx,567.035,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00005,-15.479999999999905,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_39_01__00056,-0.07499999999993179,True,True
old_v400_context__yyl__2025_09_28_09_49_11__00001,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,59.855,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001,75.375,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00004,2.885000000000005,False,False
old_v400_context__yyl__2025_09_28_09_49_11__00002,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,62.755,secondary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001,72.475,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00004,-0.015000000000000568,True,True
old_v400_context__yyl__2025_09_28_09_49_11__00003,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,64.715,primary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001,70.51499999999999,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00004,-1.9750000000000014,False,False
old_v400_context__yyl__2025_09_28_09_49_11__00004,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,69.825,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001,65.40499999999999,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00006,0.125,True,True
old_v400_context__yyl__2025_09_28_09_49_11__00005,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,88.935,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001,46.29499999999999,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00007,1.5,False,False
old_v400_context__yyl__2025_09_28_09_49_11__00006,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,91.445,secondary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001,43.785,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00007,-1.009999999999991,False,False
old_v400_context__yyl__2025_09_28_09_49_11__00007,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,94.195,secondary,medium_active,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001,41.035,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00007,-3.759999999999991,False,False
old_v400_context__yyl__2025_09_28_09_49_11__00008,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,96.44,primary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001,38.78999999999999,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00007,-6.0049999999999955,False,False
old_v400_context__yyl__2025_09_28_09_49_11__00009,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,113.935,primary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001,21.294999999999987,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00008,-0.3649999999999949,True,True
old_v400_context__yyl__2025_09_28_09_49_11__00010,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,129.765,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001,5.465000000000003,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00009,-0.46999999999997044,True,True
old_v400_context__yyl__2025_09_28_09_49_11__00011,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,135.23,secondary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001,0.0,True,True,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00011,-0.43499999999997385,True,True
old_v400_context__yyl__2025_09_28_09_49_11__00012,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,137.04,secondary,extreme_active,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001,-1.8100000000000023,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00011,-2.244999999999976,False,False
old_v400_context__yyl__2025_09_28_09_49_11__00013,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,139.075,primary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001,-3.844999999999999,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00011,-4.279999999999973,False,False
old_v400_context__yyl__2025_09_28_09_49_11__00014,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,142.755,secondary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001,-7.525000000000006,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00012,2.480000000000018,False,False
old_v400_context__yyl__2025_09_28_09_49_11__00015,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,156.975,primary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001,-21.745000000000005,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00013,-7.819999999999993,False,False
old_v400_context__yyl__2025_09_28_09_49_11__00016,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,174.185,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001,-38.95500000000001,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00014,-0.8549999999999898,False,True
old_v400_context__yyl__2025_09_28_09_49_11__00017,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,176.89,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001,-41.66,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00015,0.6850000000000307,False,True
old_v400_context__yyl__2025_09_28_09_49_11__00018,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,178.775,secondary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001,-43.545000000000016,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00015,-1.1999999999999886,False,False
old_v400_context__yyl__2025_09_28_09_49_11__00019,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,180.945,primary,medium_active,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001,-45.715,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00016,2.3149999999999977,False,False
old_v400_context__yyl__2025_09_28_09_49_11__00020,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,202.12,secondary,medium_active,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001,-66.89000000000001,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00017,-0.8499999999999943,False,True
old_v400_context__yyl__2025_09_28_09_49_11__00021,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,204.35,primary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00002,65.21000000000001,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00017,-3.079999999999984,False,False
old_v400_context__yyl__2025_09_28_09_49_11__00022,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,208.32,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00002,61.24000000000001,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00018,-0.25499999999999545,True,True
old_v400_context__yyl__2025_09_28_09_49_11__00023,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,210.355,secondary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00002,59.20500000000001,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00018,-2.289999999999992,False,False
old_v400_context__yyl__2025_09_28_09_49_11__00024,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,214.84,secondary,medium_active,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00002,54.72,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00019,-0.05500000000000682,True,True
old_v400_context__yyl__2025_09_28_09_49_11__00025,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,217.97,secondary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00002,51.59,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00019,-3.1850000000000023,False,False
old_v400_context__yyl__2025_09_28_09_49_11__00026,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,225.205,secondary,medium_active,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00002,44.35499999999999,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00021,0.10499999999998977,True,True
old_v400_context__yyl__2025_09_28_09_49_11__00027,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,227.18,secondary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00002,42.379999999999995,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00021,-1.8700000000000045,False,False
old_v400_context__yyl__2025_09_28_09_49_11__00028,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,271.32,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00002,-1.759999999999991,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00027,-0.875,False,True
old_v400_context__yyl__2025_09_28_09_49_11__00029,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,276.145,secondary,medium_active,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00002,-6.5849999999999795,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00027,-5.699999999999989,False,False
old_v400_context__yyl__2025_09_28_09_49_11__00030,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,279.995,primary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00003,9.300000000000011,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00028,8.605000000000018,False,False
old_v400_context__yyl__2025_09_28_09_49_11__00031,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,285.25,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00003,4.045000000000016,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00028,3.3500000000000227,False,False
old_v400_context__yyl__2025_09_28_09_49_11__00032,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,302.275,primary,medium_active,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00003,-12.979999999999961,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00029,-0.009999999999990905,True,True
old_v400_context__yyl__2025_09_28_09_49_11__00033,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,327.585,primary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00003,-38.289999999999964,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00030,-0.03999999999996362,True,True
old_v400_context__yyl__2025_09_28_09_49_11__00034,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,351.47,secondary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00003,-62.17500000000001,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00033,-0.26000000000004775,True,True
old_v400_context__yyl__2025_09_28_09_49_11__00035,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,354.97,primary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00003,-65.67500000000001,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00033,-3.7600000000000477,False,False
old_v400_context__yyl__2025_09_28_09_49_11__00036,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,360.73,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00003,-71.435,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00034,-1.3550000000000182,False,False
old_v400_context__yyl__2025_09_28_09_49_11__00037,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,393.415,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00004,58.125,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00035,8.629999999999995,False,False
old_v400_context__yyl__2025_09_28_09_49_11__00038,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,395.635,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00004,55.90500000000003,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00035,6.410000000000025,False,False
old_v400_context__yyl__2025_09_28_09_49_11__00039,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,402.54,primary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00004,49.0,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00035,-0.49500000000000455,True,True
old_v400_context__yyl__2025_09_28_09_49_11__00040,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,417.53,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00004,34.01000000000005,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00037,-0.06999999999993634,True,True
old_v400_context__yyl__2025_09_28_09_49_11__00041,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,420.345,primary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00004,31.194999999999993,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00037,-2.884999999999991,False,False
old_v400_context__yyl__2025_09_28_09_49_11__00042,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,423.37,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00004,28.170000000000016,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00038,4.605000000000018,False,False
old_v400_context__yyl__2025_09_28_09_49_11__00043,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,425.355,secondary,medium_active,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00004,26.185000000000002,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00038,2.6200000000000045,False,False
old_v400_context__yyl__2025_09_28_09_49_11__00044,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,428.52,secondary,strong_active,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00004,23.02000000000004,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00038,-0.5449999999999591,False,True
old_v400_context__yyl__2025_09_28_09_49_11__00045,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,447.42,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00004,4.1200000000000045,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00039,-5.069999999999993,False,False
old_v400_context__yyl__2025_09_28_09_49_11__00046,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,453.4,primary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00004,-1.8599999999999568,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00040,-0.05999999999994543,True,True
old_v400_context__yyl__2025_09_28_09_49_11__00047,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,462.435,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00004,-10.894999999999982,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00043,4.694999999999993,False,False
old_v400_context__yyl__2025_09_28_09_49_11__00048,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,466.275,primary,medium_active,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00004,-14.734999999999957,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00043,0.8550000000000182,False,True
old_v400_context__yyl__2025_09_28_09_49_11__00049,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,475.555,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00004,-24.014999999999986,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00046,-0.27499999999997726,True,True
old_v400_context__yyl__2025_09_28_09_49_11__00050,yyl,2025_09_28_09_49_11,old_v400_context_trigger_idx,482.92,secondary,weak,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00004,-31.379999999999995,False,False,raw_vehicle_dynamic_onset__yyl__2025_09_28_09_49_11__00047,1.5500000000000114,False,False
