instability_event_uid,subject,session_stamp,anchor_time_rel_s,recommended_decision,instability_role,instability_review_score,road_guided_instability_score,old_v400_min_abs_anchor_gap_s,old_v400_road_type_mode,road_design_instance_name,road_design_risk_class,road_design_mapping_reliability,road_design_nearest_dist_m,peak_abs_ay_event,peak_abs_roll_rate_window,peak_abs_yaw_rate_window,steering_delta_peak_post3s,nearest_module_boundary_time_rel_s,nearest_module_boundary_type,nearest_module_boundary_delta_s,active_module_name_at_old_anchor,active_instance_name_at_old_anchor,active_module_reliability_at_old_anchor,active_module_risk_class_cn,nearest_boundary_instance_name,nearest_boundary_reliability
vehicle_instability_onset__hzh__2025_09_26_20_50_27__000182485,hzh,2025_09_26_20_50_27,182.485,manual_confirmed_accept,instability_ay_only,47.82,72.0,0.48,straight,section3,design_regular_road,low,279.361921,2.04239,0.139785,0.170127,0.332834,176.6,entry,-5.885,middle_section,section3,low,普通连接段,section3,low
vehicle_instability_onset__hzh__2025_09_26_20_50_27__000201730,hzh,2025_09_26_20_50_27,201.73,manual_confirmed_accept,instability_ay_only,46.6,72.0,,none,section3,design_regular_road,low,278.163355,1.87844,0.186076,0.141029,0.613832,217.5,exit,15.77,middle_section,section3,low,普通连接段,section3,low
vehicle_instability_onset__hzh__2025_09_26_20_50_27__000221460,hzh,2025_09_26_20_50_27,221.46,manual_confirmed_accept,instability_ay_only,79.94,100.0,0.03,straight,fix_road,design_special_event_segment,low,281.157734,14.0953,2.27863,0.206116,1.195725,217.6,entry,-3.86,fix_road,fix_road,low,特殊道路段,fix_road,low
vehicle_instability_onset__hzh__2025_09_26_20_50_27__000245880,hzh,2025_09_26_20_50_27,245.88,manual_confirmed_accept,instability_roll_only,45.42,72.0,,none,fix_road,design_special_event_segment,low,264.818484,0.387504,1.13471,0.115015,0.15812,217.6,entry,-28.28,fix_road,fix_road,low,特殊道路段,fix_road,low
vehicle_instability_onset__hzh__2025_09_26_20_50_27__000267185,hzh,2025_09_26_20_50_27,267.185,manual_confirmed_accept,instability_roll_only,42.9,72.0,,none,fix_road,design_special_event_segment,low,284.71422,0.817223,1.80308,0.029585,0.059865,217.6,entry,-49.585,fix_road,fix_road,low,特殊道路段,fix_road,low
vehicle_instability_onset__hzh__2025_09_26_20_50_27__000318410,hzh,2025_09_26_20_50_27,318.41,manual_confirmed_accept,instability_roll_only,14.68,72.0,,none,fix_road,design_special_event_segment,low,284.643435,0.088404,0.479741,0.031754,3.015057,383.805,exit,65.395,fix_road,fix_road,low,特殊道路段,fix_road,low
vehicle_instability_onset__hzh__2025_09_26_20_50_27__000337435,hzh,2025_09_26_20_50_27,337.435,manual_confirmed_accept,instability_ay_only,32.98,73.32,1.405,straight,fix_road,design_special_event_segment,low,284.919458,0.745668,0.545845,0.171146,4.160695,383.805,exit,46.37,fix_road,fix_road,low,特殊道路段,fix_road,low
vehicle_instability_onset__hzh__2025_09_26_20_50_27__000368815,hzh,2025_09_26_20_50_27,368.815,manual_confirmed_accept,instability_ay_only,42.78,72.0,,none,fix_road,design_special_event_segment,low,278.801776,2.20648,0.153469,0.140999,0.577704,383.805,exit,14.99,fix_road,fix_road,low,特殊道路段,fix_road,low
vehicle_instability_onset__hzh__2025_09_26_20_50_27__000394695,hzh,2025_09_26_20_50_27,394.695,manual_confirmed_accept,instability_ay_only,37.57,72.0,1.28,straight,section4,design_regular_road,low,279.038521,1.45038,0.167429,0.129881,0.752673,383.9,entry,-10.795,middle_section,section4,low,普通连接段,section4,low
vehicle_instability_onset__hzh__2025_09_26_20_50_27__000404965,hzh,2025_09_26_20_50_27,404.965,manual_confirmed_accept,instability_ay_only,56.24,82.44,0.03,straight,section4,design_regular_road,low,282.062734,10.1312,0.200869,0.16958,0.880519,417.2,exit,12.235,middle_section,section4,low,普通连接段,section4,low
vehicle_instability_onset__hzh__2025_09_26_20_50_27__000449755,hzh,2025_09_26_20_50_27,449.755,manual_confirmed_accept,instability_ay_only,24.71,72.0,,none,curve2,design_curve_context,very_low,539.760386,1.76322,0.057374,0.066218,0.280474,474.9,exit,25.145,curve2,curve2,low,弯道路段,curve2,low
vehicle_instability_onset__hzh__2025_09_26_20_50_27__000455665,hzh,2025_09_26_20_50_27,455.665,manual_confirmed_accept,instability_ay_only,38.04,72.0,,none,curve2,design_curve_context,very_low,647.255112,2.24175,0.061893,0.085197,0.51557,474.9,exit,19.235,curve2,curve2,low,弯道路段,curve2,low
vehicle_instability_onset__hzh__2025_09_26_20_50_27__000478280,hzh,2025_09_26_20_50_27,478.28,manual_confirmed_accept,instability_ay_only,42.82,72.0,1.605,straight,section5,design_regular_road,very_low,995.443109,1.5843,0.177643,0.153335,0.386765,475.0,entry,-3.28,middle_section,section5,very_low,普通连接段,section5,very_low
vehicle_instability_onset__hzh__2025_09_26_20_50_27__000557420,hzh,2025_09_26_20_50_27,557.42,manual_confirmed_accept,instability_ay_only,35.59,72.0,1.065,straight,section6,design_regular_road,very_low,784.790496,2.50476,0.163578,0.092548,0.704328,539.805,entry,-17.615,middle_section,section6,very_low,普通连接段,section6,very_low
vehicle_instability_onset__hzh__2025_09_26_20_50_27__000572110,hzh,2025_09_26_20_50_27,572.11,manual_confirmed_accept,instability_ay_only,32.26,72.0,0.89,straight,section6,design_regular_road,very_low,748.136348,2.01387,0.118886,0.080926,0.311891,576.1,exit,3.99,middle_section,section6,very_low,普通连接段,section6,very_low
vehicle_instability_onset__hzh__2025_09_26_20_50_27__000579225,hzh,2025_09_26_20_50_27,579.225,manual_confirmed_accept,instability_ay_only,42.38,72.0,0.715,straight,mu1,design_high_risk_surface,very_low,731.212315,3.22232,0.142766,0.123165,0.687485,576.2,entry,-3.025,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__hzh__2025_09_26_20_50_27__000590940,hzh,2025_09_26_20_50_27,590.94,manual_confirmed_accept,instability_ay_only,35.55,72.0,,none,mu1,design_high_risk_surface,very_low,704.984897,1.39984,0.142766,0.121522,0.290248,576.2,entry,-14.74,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__hzh__2025_09_26_20_50_27__000599030,hzh,2025_09_26_20_50_27,599.03,manual_confirmed_accept,instability_ay_roll,60.25,72.0,,none,mu1,design_high_risk_surface,very_low,687.342908,1.76381,0.846665,0.086621,0.215897,576.2,entry,-22.83,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__hzh__2025_09_26_20_50_27__000610335,hzh,2025_09_26_20_50_27,610.335,manual_confirmed_accept,instability_ay_only,40.26,72.0,0.23,curve,mu1,design_high_risk_surface,very_low,656.350859,3.22787,0.076366,0.116842,0.62797,576.2,entry,-34.135,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__hzh__2025_09_26_20_50_27__000616100,hzh,2025_09_26_20_50_27,616.1,manual_confirmed_accept,instability_ay_only,85.44,100.0,,none,mu1,design_high_risk_surface,very_low,622.027444,8.09152,1.24545,0.251151,0.299847,576.2,entry,-39.9,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__hzh__2025_09_26_20_50_27__000645790,hzh,2025_09_26_20_50_27,645.79,manual_confirmed_accept,instability_ay_only,45.89,73.06,3.755,straight,mu1,design_high_risk_surface,medium,103.654285,3.13554,0.124302,0.104316,0.776323,576.2,entry,-69.59,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__hzh__2025_09_26_20_50_27__000674575,hzh,2025_09_26_20_50_27,674.575,manual_confirmed_accept,instability_ay_only,52.58,72.0,0.06,straight,mu1,design_high_risk_surface,very_low,904.050923,2.61426,0.144437,0.154147,0.518014,721.5,exit,46.925,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__hzh__2025_09_26_20_50_27__000681250,hzh,2025_09_26_20_50_27,681.25,manual_confirmed_accept,instability_ay_only,56.67,88.58,0.06,straight,mu1,design_high_risk_surface,very_low,1107.471342,4.79114,0.26515,0.161832,1.15279,721.5,exit,40.25,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__hzh__2025_09_26_20_50_27__000691675,hzh,2025_09_26_20_50_27,691.675,manual_confirmed_accept,instability_ay_only,33.64,72.0,0.74,curve,mu1,design_high_risk_surface,very_low,1420.732626,2.13953,0.129891,0.069056,0.428653,721.5,exit,29.825,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__hzh__2025_09_26_20_50_27__000714075,hzh,2025_09_26_20_50_27,714.075,manual_confirmed_accept,instability_ay_only,29.97,72.0,,none,mu1,design_high_risk_surface,very_low,2043.057834,1.64264,0.128994,0.087692,0.339815,721.5,exit,7.425,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__hzh__2025_09_26_21_03_19__000005560,hzh,2025_09_26_21_03_19,5.56,hybrid_review_conflict_or_medium,instability_roll_only,45.42,52.1,,none,section1,design_regular_road,high,8.500372,0.423504,1.00231,0.033684,0.271311,0.0,entry,-5.56,middle_section,section1,high,普通连接段,section1,high
vehicle_instability_onset__hzh__2025_09_26_21_03_19__000037005,hzh,2025_09_26_21_03_19,37.005,hybrid_reject_low_evidence,instability_ay_only,35.28,35.28,,none,section1,design_regular_road,high,5.521729,1.82541,0.082365,0.058572,0.44759,47.8,exit,10.795,middle_section,section1,high,普通连接段,section1,high
vehicle_instability_onset__hzh__2025_09_26_21_03_19__000098910,hzh,2025_09_26_21_03_19,98.91,hybrid_accept_high,instability_ay_only,73.44,91.69,,none,curve1,design_curve_context,high,4.482053,1.99733,0.943258,0.24111,0.358927,94.4,entry,-4.51,curve1,curve1,low,弯道路段,curve1,low
vehicle_instability_onset__hzh__2025_09_26_21_03_19__000134410,hzh,2025_09_26_21_03_19,134.41,hybrid_accept_high,instability_ay_only,84.43,100.0,0.09,straight,curve1,design_curve_context,high,2.087525,13.4179,1.73633,0.461198,1.639557,159.3,exit,24.89,curve1,curve1,low,弯道路段,curve1,low
vehicle_instability_onset__hzh__2025_09_26_21_03_19__000177980,hzh,2025_09_26_21_03_19,177.98,hybrid_accept_medium,instability_ay_only,38.2,60.74,3.305,straight,section3,design_regular_road,low,281.656504,1.58669,0.159554,0.123704,0.899892,159.4,entry,-18.58,middle_section,section3,low,普通连接段,section3,low
vehicle_instability_onset__hzh__2025_09_26_21_03_19__000189725,hzh,2025_09_26_21_03_19,189.725,hybrid_reject_low_evidence,instability_ay_only,30.52,35.23,0.83,straight,section3,design_regular_road,low,279.497809,1.32733,0.108806,0.098489,0.578925,199.4,exit,9.675,middle_section,section3,low,普通连接段,section3,low
vehicle_instability_onset__hzh__2025_09_26_21_03_19__000238815,hzh,2025_09_26_21_03_19,238.815,hybrid_review_conflict_or_medium,instability_ay_only,30.25,47.63,1.99,straight,fix_road,design_special_event_segment,low,283.533461,1.58092,0.111208,0.101361,0.418966,249.6,exit,10.785,fix_road,fix_road,low,特殊道路段,fix_road,low
vehicle_instability_onset__hzh__2025_09_26_21_03_19__000251350,hzh,2025_09_26_21_03_19,251.35,hybrid_reject_low_evidence,instability_ay_only,25.14,33.56,0.125,straight,section4,design_regular_road,low,282.287699,1.39531,0.069862,0.074891,0.412421,249.7,entry,-1.65,middle_section,section4,low,普通连接段,section4,low
vehicle_instability_onset__hzh__2025_09_26_21_03_19__000255715,hzh,2025_09_26_21_03_19,255.715,hybrid_reject_low_evidence,instability_ay_only,35.5,42.0,0.06,straight,section4,design_regular_road,low,283.081997,1.84704,0.069862,0.074891,0.410152,249.7,entry,-6.015,middle_section,section4,low,普通连接段,section4,low
vehicle_instability_onset__hzh__2025_09_26_21_03_19__000280640,hzh,2025_09_26_21_03_19,280.64,hybrid_accept_high,instability_ay_only,88.45,100.0,,none,section4,design_regular_road,low,284.374094,13.22,1.35016,0.416661,0.509112,284.7,exit,4.06,middle_section,section4,low,普通连接段,section4,low
vehicle_instability_onset__hzh__2025_09_26_21_03_19__000330900,hzh,2025_09_26_21_03_19,330.9,hybrid_accept_medium,instability_ay_only,48.74,60.04,4.375,straight,curve2,design_curve_context,very_low,831.698756,1.34287,0.297052,0.200992,0.32882,339.1,exit,8.2,curve2,curve2,low,弯道路段,curve2,low
vehicle_instability_onset__hzh__2025_09_26_21_03_19__000345695,hzh,2025_09_26_21_03_19,345.695,hybrid_accept_medium,instability_ay_only,55.86,68.53,0.85,straight,section5,design_regular_road,very_low,991.56836,2.16349,0.290036,0.210245,0.561124,339.2,entry,-6.495,middle_section,section5,very_low,普通连接段,section5,very_low
vehicle_instability_onset__hzh__2025_09_26_21_03_19__000412965,hzh,2025_09_26_21_03_19,412.965,hybrid_reject_low_evidence,instability_ay_only,34.84,39.94,0.43,straight,section6,design_regular_road,very_low,787.695838,2.50255,0.09673,0.11426,0.570199,398.0,entry,-14.965,middle_section,section6,very_low,普通连接段,section6,very_low
vehicle_instability_onset__hzh__2025_09_26_21_03_19__000422020,hzh,2025_09_26_21_03_19,422.02,hybrid_review_conflict_or_medium,instability_ay_only,42.75,48.96,0.28,straight,section6,design_regular_road,very_low,769.45179,2.6559,0.126906,0.103841,0.412421,432.3,exit,10.28,middle_section,section6,very_low,普通连接段,section6,very_low
vehicle_instability_onset__hzh__2025_09_26_21_03_19__000439550,hzh,2025_09_26_21_03_19,439.55,hybrid_accept_medium,instability_ay_only,48.64,64.69,4.755,straight,mu1,design_high_risk_surface,very_low,721.595095,2.75954,0.210702,0.16111,0.518013,432.4,entry,-7.15,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__hzh__2025_09_26_21_03_19__000444540,hzh,2025_09_26_21_03_19,444.54,hybrid_reject_low_evidence,instability_ay_only,32.88,40.9,0.235,straight,mu1,design_high_risk_surface,very_low,708.352871,1.98591,0.082838,0.10197,0.315207,432.4,entry,-12.14,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__hzh__2025_09_26_21_03_19__000463280,hzh,2025_09_26_21_03_19,463.28,hybrid_accept_medium,instability_ay_only,46.2,56.13,0.835,curve,mu1,design_high_risk_surface,very_low,656.260397,10.6339,0.095829,0.110518,0.516268,432.4,entry,-30.88,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__hzh__2025_09_26_21_03_19__000550400,hzh,2025_09_26_21_03_19,550.4,hybrid_review_conflict_or_medium,instability_ay_only,40.92,50.89,0.095,curve,mu1,design_high_risk_surface,very_low,1467.331844,3.13816,0.139254,0.09518,0.617497,578.3,exit,27.9,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__hzh__2025_09_26_21_03_19__000558910,hzh,2025_09_26_21_03_19,558.91,hybrid_accept_medium,instability_ay_only,49.54,77.18,0.19,curve,mu1,design_high_risk_surface,very_low,1720.589831,4.163,0.157771,0.149916,1.068666,578.3,exit,19.39,differentmu_road,mu1,very_low,高风险路面,mu1,very_low
vehicle_instability_onset__hzh__2025_09_26_21_17_02__000004450,hzh,2025_09_26_21_17_02,4.45,hybrid_accept_medium,instability_ay_roll,51.96,57.39,,none,section1,design_regular_road,high,8.50278,0.890527,0.81446,0.035509,0.231692,0.0,entry,-4.45,middle_section,section1,high,普通连接段,section1,high
vehicle_instability_onset__hzh__2025_09_26_21_17_02__000043710,hzh,2025_09_26_21_17_02,43.71,hybrid_accept_medium,instability_ay_only,53.33,81.04,0.145,straight,section1,design_regular_road,high,5.849198,3.99939,0.145575,0.160162,0.861146,57.6,exit,13.89,middle_section,section1,high,普通连接段,section1,high
vehicle_instability_onset__hzh__2025_09_26_21_17_02__000110230,hzh,2025_09_26_21_17_02,110.23,hybrid_accept_medium,instability_ay_only,48.78,79.33,0.01,straight,section2,design_regular_road,high,6.342492,4.05292,0.143344,0.157682,1.156806,117.3,exit,7.07,middle_section,section2,high,普通连接段,section2,high
vehicle_instability_onset__hzh__2025_09_26_21_17_02__000124745,hzh,2025_09_26_21_17_02,124.745,hybrid_reject_low_evidence,instability_ay_only,26.1,16.32,,none,curve1,design_curve_context,high,6.045632,1.71442,0.060547,0.072448,0.381878,117.4,entry,-7.345,curve1,curve1,low,弯道路段,curve1,low
vehicle_instability_onset__hzh__2025_09_26_21_17_02__000164995,hzh,2025_09_26_21_17_02,164.995,hybrid_accept_high,instability_ay_only,88.75,100.0,4.485,curve,curve1,design_curve_context,high,15.649977,10.8356,1.21602,0.475747,0.854337,197.5,exit,32.505,curve1,curve1,low,弯道路段,curve1,low
vehicle_instability_onset__hzh__2025_09_26_21_17_02__000206140,hzh,2025_09_26_21_17_02,206.14,hybrid_reject_low_evidence,instability_ay_only,32.7,33.44,,none,section3,design_regular_road,low,278.710922,2.33762,0.083238,0.10483,0.465654,197.6,entry,-8.54,middle_section,section3,low,普通连接段,section3,low
vehicle_instability_onset__hzh__2025_09_26_21_17_02__000219255,hzh,2025_09_26_21_17_02,219.255,hybrid_review_conflict_or_medium,instability_ay_only,36.38,46.88,4.155,straight,section3,design_regular_road,low,282.797848,1.92747,0.084605,0.075275,0.384322,240.0,exit,20.745,middle_section,section3,low,普通连接段,section3,low
vehicle_instability_onset__hzh__2025_09_26_21_17_02__000265400,hzh,2025_09_26_21_17_02,265.4,hybrid_reject_low_evidence,instability_ay_only,27.71,31.99,,none,fix_road,design_special_event_segment,low,280.550062,1.6368,0.061558,0.072055,0.518014,240.1,entry,-25.3,fix_road,fix_road,low,特殊道路段,fix_road,low
vehicle_instability_onset__hzh__2025_09_26_21_17_02__000283045,hzh,2025_09_26_21_17_02,283.045,hybrid_reject_low_evidence,instability_ay_only,33.79,39.79,,none,fix_road,design_special_event_segment,low,280.300137,1.5667,0.110882,0.118004,0.347146,295.8,exit,12.755,fix_road,fix_road,low,特殊道路段,fix_road,low
vehicle_instability_onset__hzh__2025_09_26_21_17_02__000302825,hzh,2025_09_26_21_17_02,302.825,hybrid_review_conflict_or_medium,instability_ay_only,42.18,50.13,0.08,straight,section4,design_regular_road,low,282.290947,2.62088,0.11984,0.095211,0.499862,295.9,entry,-6.925,middle_section,section4,low,普通连接段,section4,low
vehicle_instability_onset__hzh__2025_09_26_21_17_02__000328340,hzh,2025_09_26_21_17_02,328.34,hybrid_accept_high,instability_ay_only,86.51,100.0,,none,section4,design_regular_road,low,280.402909,7.74138,1.04478,0.287715,0.325329,332.5,exit,4.16,middle_section,section4,low,普通连接段,section4,low
vehicle_instability_onset__hzh__2025_09_26_21_17_02__000377335,hzh,2025_09_26_21_17_02,377.335,hybrid_review_conflict_or_medium,instability_ay_only,43.86,52.93,2.575,straight,curve2,design_curve_context,very_low,711.083908,2.05602,0.137206,0.113443,0.724661,393.0,exit,15.665,curve2,curve2,low,弯道路段,curve2,low
vehicle_instability_onset__hzh__2025_09_26_21_17_02__000390070,hzh,2025_09_26_21_17_02,390.07,hybrid_review_conflict_or_medium,instability_ay_only,52.53,61.42,,none,curve2,design_curve_context,very_low,947.722103,1.70152,0.122436,0.181652,0.352556,393.0,exit,2.93,curve2,curve2,low,弯道路段,curve2,low
vehicle_instability_onset__hzh__2025_09_26_21_17_02__000437380,hzh,2025_09_26_21_17_02,437.38,hybrid_reject_low_evidence,instability_ay_only,31.21,37.71,0.06,straight,stop,design_special_event_segment,very_low,904.6716,1.88303,0.077191,0.085382,0.39523,424.8,entry,-12.58,stop,stop,very_low,特殊道路段,stop,very_low
