old_event_uid,subject,session_stamp,old_anchor_time_rel_s,old_phase_type,old_event_level,old_road_type_anchor,old_trigger_type,old_curvature_anchor,nearest_road_curvature_event_uid,nearest_road_curvature_time_rel_s,nearest_road_curvature_delta_s,nearest_nonsteering_dynamic_event_uid,nearest_nonsteering_dynamic_time_rel_s,nearest_nonsteering_dynamic_delta_s,nearest_nonsteering_dynamic_type,nearest_road_guided_event_uid,nearest_road_guided_time_rel_s,nearest_road_guided_delta_s,nearest_module_boundary_time_rel_s,nearest_module_boundary_type,nearest_module_boundary_delta_s,active_module_name_at_old_anchor,active_instance_name_at_old_anchor,active_module_reliability_at_old_anchor,active_module_risk_class_cn,nearest_boundary_instance_name,nearest_boundary_reliability,within_1s_road_curvature,within_1s_nonsteering_dynamic,within_1s_module_boundary,old_anchor_audit_bucket
old_v400_context__byx__2025_09_28_17_05_51__00056,byx,2025_09_28_17_05_51,351.965,primary,extreme_active,straight,context_residual,-1.2431e-10,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00003,317.53,-34.435,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00032,356.42,4.455,ay,vehicle_instability_onset__byx__2025_09_28_17_05_51__000356420,356.42,4.455,351.1,entry,-0.865,middle_section,section5,very_low,普通连接段,section5,very_low,False,False,True,old_close_to_road_only
old_v400_context__byx__2025_09_28_17_05_51__00057,byx,2025_09_28_17_05_51,356.465,secondary,weak,straight,context_residual,0.0,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00003,317.53,-38.935,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00032,356.42,-0.045,ay,vehicle_instability_onset__byx__2025_09_28_17_05_51__000356420,356.42,-0.045,351.1,entry,-5.365,middle_section,section5,very_low,普通连接段,section5,very_low,False,True,False,old_close_to_body_only
old_v400_context__byx__2025_09_28_17_05_51__00058,byx,2025_09_28_17_05_51,358.15,secondary,medium_active,straight,context_residual,2.48619e-10,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00003,317.53,-40.62,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00032,356.42,-1.73,ay,vehicle_instability_onset__byx__2025_09_28_17_05_51__000356420,356.42,-1.73,351.1,entry,-7.05,middle_section,section5,very_low,普通连接段,section5,very_low,False,False,False,old_after_body_onset
old_v400_context__byx__2025_09_28_17_05_51__00059,byx,2025_09_28_17_05_51,360.475,secondary,weak,straight,context_residual,1.7142e-09,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00003,317.53,-42.945,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00033,363.325,2.85,ay,vehicle_instability_onset__byx__2025_09_28_17_05_51__000356420,356.42,-4.055,351.1,entry,-9.375,middle_section,section5,very_low,普通连接段,section5,very_low,False,False,False,old_before_body_onset
old_v400_context__byx__2025_09_28_17_05_51__00060,byx,2025_09_28_17_05_51,363.175,secondary,weak,straight,context_residual,8.88178e-10,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00003,317.53,-45.645,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00033,363.325,0.15,ay,vehicle_instability_onset__byx__2025_09_28_17_05_51__000366800,366.8,3.625,374.9,exit,11.725,middle_section,section5,very_low,普通连接段,section5,very_low,False,True,False,old_close_to_body_only
old_v400_context__byx__2025_09_28_17_05_51__00061,byx,2025_09_28_17_05_51,372.99,secondary,strong_active,straight,context_residual,-8.57101e-10,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00003,317.53,-55.46,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00034,366.8,-6.19,ay,vehicle_instability_onset__byx__2025_09_28_17_05_51__000366800,366.8,-6.19,374.9,exit,1.91,middle_section,section5,very_low,普通连接段,section5,very_low,False,False,False,old_after_body_onset
old_v400_context__byx__2025_09_28_17_05_51__00062,byx,2025_09_28_17_05_51,375.205,primary,strong_active,straight,context_residual,3.10773e-11,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00003,317.53,-57.675,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00034,366.8,-8.405,ay,vehicle_instability_onset__byx__2025_09_28_17_05_51__000366800,366.8,-8.405,375.0,entry,-0.205,stop,stop,very_low,特殊道路段,stop,very_low,False,False,True,old_close_to_road_only
old_v400_context__byx__2025_09_28_17_05_51__00063,byx,2025_09_28_17_05_51,379.58,secondary,medium_active,straight,context_residual,3.10773e-11,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00003,317.53,-62.05,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00037,390.4,10.82,ay,vehicle_instability_onset__byx__2025_09_28_17_05_51__000390400,390.4,10.82,375.0,entry,-4.58,stop,stop,very_low,特殊道路段,stop,very_low,False,False,False,old_before_body_onset
old_v400_context__byx__2025_09_28_17_05_51__00064,byx,2025_09_28_17_05_51,381.41,secondary,strong_active,straight,context_residual,3.10773e-11,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00003,317.53,-63.88,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00037,390.4,8.99,ay,vehicle_instability_onset__byx__2025_09_28_17_05_51__000390400,390.4,8.99,375.0,entry,-6.41,stop,stop,very_low,特殊道路段,stop,very_low,False,False,False,old_before_body_onset
old_v400_context__byx__2025_09_28_17_05_51__00065,byx,2025_09_28_17_05_51,384.18,secondary,weak,straight,context_residual,-9.03717e-10,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00003,317.53,-66.65,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00037,390.4,6.22,ay,vehicle_instability_onset__byx__2025_09_28_17_05_51__000390400,390.4,6.22,375.0,entry,-9.18,stop,stop,very_low,特殊道路段,stop,very_low,False,False,False,old_before_body_onset
old_v400_context__byx__2025_09_28_17_05_51__00066,byx,2025_09_28_17_05_51,390.195,secondary,weak,straight,context_residual,-9.01761e-10,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00003,317.53,-72.665,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00037,390.4,0.205,ay,vehicle_instability_onset__byx__2025_09_28_17_05_51__000390400,390.4,0.205,375.0,entry,-15.195,stop,stop,very_low,特殊道路段,stop,very_low,False,True,False,old_close_to_body_only
old_v400_context__byx__2025_09_28_17_05_51__00067,byx,2025_09_28_17_05_51,393.35,secondary,weak,straight,context_residual,4.44089e-10,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00003,317.53,-75.82,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00038,393.34,-0.01,ay,vehicle_instability_onset__byx__2025_09_28_17_05_51__000390400,390.4,-2.95,410.2,exit,16.85,stop,stop,very_low,特殊道路段,stop,very_low,False,True,False,old_close_to_body_only
old_v400_context__byx__2025_09_28_17_05_51__00068,byx,2025_09_28_17_05_51,394.715,secondary,medium_active,straight,context_residual,-9.15343e-10,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00003,317.53,-77.185,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00038,393.34,-1.375,ay,vehicle_instability_onset__byx__2025_09_28_17_05_51__000390400,390.4,-4.315,410.2,exit,15.485,stop,stop,very_low,特殊道路段,stop,very_low,False,False,False,old_after_body_onset
old_v400_context__byx__2025_09_28_17_05_51__00069,byx,2025_09_28_17_05_51,401.21,secondary,weak,straight,context_residual,9.01761e-10,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00004,476.495,75.285,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00040,401.06,-0.15,ay,vehicle_instability_onset__byx__2025_09_28_17_05_51__000390400,390.4,-10.81,410.2,exit,8.99,stop,stop,very_low,特殊道路段,stop,very_low,False,True,False,old_close_to_body_only
old_v400_context__byx__2025_09_28_17_05_51__00070,byx,2025_09_28_17_05_51,405.775,secondary,weak,straight,context_residual,-8.9497e-10,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00004,476.495,70.72,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00042,405.765,-0.01,ay,vehicle_instability_onset__byx__2025_09_28_17_05_51__000390400,390.4,-15.375,410.2,exit,4.425,stop,stop,very_low,特殊道路段,stop,very_low,False,True,False,old_close_to_body_only
old_v400_context__byx__2025_09_28_17_05_51__00071,byx,2025_09_28_17_05_51,415.805,primary,strong_active,straight,context_residual,0.0,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00004,476.495,60.69,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00042,405.765,-10.04,ay,vehicle_instability_onset__byx__2025_09_28_17_05_51__000390400,390.4,-25.405,410.3,entry,-5.505,middle_section,section6,very_low,普通连接段,section6,very_low,False,False,False,old_after_body_onset
old_v400_context__byx__2025_09_28_17_05_51__00072,byx,2025_09_28_17_05_51,437.055,secondary,weak,straight,context_residual,-1.35822e-11,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00004,476.495,39.44,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00044,443.995,6.94,ay,vehicle_instability_onset__byx__2025_09_28_17_05_51__000443995,443.995,6.94,447.0,exit,9.945,middle_section,section6,very_low,普通连接段,section6,very_low,False,False,False,old_before_body_onset
old_v400_context__byx__2025_09_28_17_05_51__00073,byx,2025_09_28_17_05_51,444.305,secondary,weak,straight,context_residual,4.07467e-11,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00004,476.495,32.19,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00044,443.995,-0.31,ay,vehicle_instability_onset__byx__2025_09_28_17_05_51__000443995,443.995,-0.31,447.0,exit,2.695,middle_section,section6,very_low,普通连接段,section6,very_low,False,True,False,old_close_to_body_only
old_v400_context__byx__2025_09_28_17_05_51__00074,byx,2025_09_28_17_05_51,445.9,primary,medium_active,straight,context_residual,-6.21546e-11,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00004,476.495,30.595,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00044,443.995,-1.905,ay,vehicle_instability_onset__byx__2025_09_28_17_05_51__000443995,443.995,-1.905,447.0,exit,1.1,middle_section,section6,very_low,普通连接段,section6,very_low,False,False,False,old_after_body_onset
old_v400_context__byx__2025_09_28_17_05_51__00075,byx,2025_09_28_17_05_51,450.415,secondary,weak,straight,context_residual,3.10773e-11,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00004,476.495,26.08,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00044,443.995,-6.42,ay,vehicle_instability_onset__byx__2025_09_28_17_05_51__000443995,443.995,-6.42,447.1,entry,-3.315,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
old_v400_context__byx__2025_09_28_17_05_51__00076,byx,2025_09_28_17_05_51,456.04,secondary,weak,straight,context_residual,8.88178e-10,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00004,476.495,20.455,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00046,459.35,3.31,ay,vehicle_instability_onset__byx__2025_09_28_17_05_51__000459350,459.35,3.31,447.1,entry,-8.94,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_before_body_onset
old_v400_context__byx__2025_09_28_17_05_51__00077,byx,2025_09_28_17_05_51,484.825,secondary,medium_active,curve,context_residual,-0.00244269,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00004,476.495,-8.33,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00047,484.195,-0.63,ay,vehicle_instability_onset__byx__2025_09_28_17_05_51__000484195,484.195,-0.63,447.1,entry,-37.725,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,True,False,old_close_to_body_only
old_v400_context__byx__2025_09_28_17_05_51__00078,byx,2025_09_28_17_05_51,486.64,primary,strong_active,curve,context_residual,-0.00242164,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00004,476.495,-10.145,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00047,484.195,-2.445,ay,vehicle_instability_onset__byx__2025_09_28_17_05_51__000484195,484.195,-2.445,447.1,entry,-39.54,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
old_v400_context__byx__2025_09_28_17_05_51__00079,byx,2025_09_28_17_05_51,488.73,secondary,strong_active,curve,context_residual,-0.0056379,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00004,476.495,-12.235,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00047,484.195,-4.535,ay,vehicle_instability_onset__byx__2025_09_28_17_05_51__000484195,484.195,-4.535,447.1,entry,-41.63,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
old_v400_context__byx__2025_09_28_17_05_51__00080,byx,2025_09_28_17_05_51,491.59,secondary,strong_active,curve,context_residual,-0.00515405,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00004,476.495,-15.095,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00047,484.195,-7.395,ay,vehicle_instability_onset__byx__2025_09_28_17_05_51__000484195,484.195,-7.395,447.1,entry,-44.49,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
old_v400_context__byx__2025_09_28_17_05_51__00081,byx,2025_09_28_17_05_51,495.81,secondary,strong_active,curve,context_residual,-0.00238927,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00004,476.495,-19.315,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00048,504.68,8.87,ay,vehicle_instability_onset__byx__2025_09_28_17_05_51__000484195,484.195,-11.615,447.1,entry,-48.71,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_before_body_onset
old_v400_context__byx__2025_09_28_17_05_51__00082,byx,2025_09_28_17_05_51,497.62,secondary,strong_active,curve,context_residual,-0.00217208,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00004,476.495,-21.125,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00048,504.68,7.06,ay,vehicle_instability_onset__byx__2025_09_28_17_05_51__000484195,484.195,-13.425,447.1,entry,-50.52,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_before_body_onset
old_v400_context__byx__2025_09_28_17_05_51__00083,byx,2025_09_28_17_05_51,499.765,secondary,weak,curve,context_residual,-0.00195548,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00004,476.495,-23.27,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00048,504.68,4.915,ay,vehicle_instability_onset__byx__2025_09_28_17_05_51__000484195,484.195,-15.57,447.1,entry,-52.665,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_before_body_onset
old_v400_context__byx__2025_09_28_17_05_51__00084,byx,2025_09_28_17_05_51,507.835,secondary,weak,curve,context_residual,8.98649e-05,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00004,476.495,-31.34,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00049,506.835,-1.0,ay,vehicle_instability_onset__byx__2025_09_28_17_05_51__000484195,484.195,-23.64,565.4,exit,57.565,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,True,False,old_close_to_body_only
old_v400_context__byx__2025_09_28_17_05_51__00085,byx,2025_09_28_17_05_51,510.335,secondary,medium_active,straight,context_residual,5.06244e-10,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00004,476.495,-33.84,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00049,506.835,-3.5,ay,vehicle_instability_onset__byx__2025_09_28_17_05_51__000532715,532.715,22.38,565.4,exit,55.065,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
old_v400_context__byx__2025_09_28_17_05_51__00086,byx,2025_09_28_17_05_51,512.91,primary,strong_active,straight,context_residual,9.03717e-10,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00005,546.31,33.4,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00049,506.835,-6.075,ay,vehicle_instability_onset__byx__2025_09_28_17_05_51__000532715,532.715,19.805,565.4,exit,52.49,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
old_v400_context__byx__2025_09_28_17_05_51__00087,byx,2025_09_28_17_05_51,515.37,secondary,weak,straight,context_residual,9.32319e-11,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00005,546.31,30.94,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00049,506.835,-8.535,ay,vehicle_instability_onset__byx__2025_09_28_17_05_51__000532715,532.715,17.345,565.4,exit,50.03,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
old_v400_context__byx__2025_09_28_17_05_51__00088,byx,2025_09_28_17_05_51,518.565,secondary,weak,straight,context_residual,-3.10773e-11,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00005,546.31,27.745,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00049,506.835,-11.73,ay,vehicle_instability_onset__byx__2025_09_28_17_05_51__000532715,532.715,14.15,565.4,exit,46.835,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
old_v400_context__byx__2025_09_28_17_05_51__00089,byx,2025_09_28_17_05_51,530.155,secondary,weak,straight,context_residual,4.83169e-07,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00005,546.31,16.155,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00052,532.715,2.56,ay,vehicle_instability_onset__byx__2025_09_28_17_05_51__000532715,532.715,2.56,565.4,exit,35.245,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_before_body_onset
old_v400_context__byx__2025_09_28_17_05_51__00090,byx,2025_09_28_17_05_51,534.415,primary,weak,straight,context_residual,4.68992e-07,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00005,546.31,11.895,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00052,532.715,-1.7,ay,vehicle_instability_onset__byx__2025_09_28_17_05_51__000532715,532.715,-1.7,565.4,exit,30.985,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
old_v400_context__byx__2025_09_28_17_05_51__00091,byx,2025_09_28_17_05_51,550.645,secondary,weak,curve,context_residual,0.00400001,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00005,546.31,-4.335,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00054,546.28,-4.365,ay,vehicle_instability_onset__byx__2025_09_28_17_05_51__000546280,546.28,-4.365,565.4,exit,14.755,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
old_v400_context__byx__2025_09_28_17_05_51__00092,byx,2025_09_28_17_05_51,555.905,secondary,strong_active,curve,context_residual,0.0125,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00005,546.31,-9.595,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00054,546.28,-9.625,ay,vehicle_instability_onset__byx__2025_09_28_17_05_51__000546280,546.28,-9.625,565.4,exit,9.495,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
old_v400_context__byx__2025_09_28_17_05_51__00093,byx,2025_09_28_17_05_51,558.225,primary,extreme_active,straight,context_residual,-3.0738e-12,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00005,546.31,-11.915,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00054,546.28,-11.945,ay,vehicle_instability_onset__byx__2025_09_28_17_05_51__000546280,546.28,-11.945,565.4,exit,7.175,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
old_v400_context__byx__2025_09_28_17_05_51__00094,byx,2025_09_28_17_05_51,561.58,secondary,extreme_active,straight,context_residual,1.41862e-08,raw_road_curvature_onset__byx__2025_09_28_17_05_51__00005,546.31,-15.27,raw_vehicle_dynamic_onset__byx__2025_09_28_17_05_51__00054,546.28,-15.3,ay,vehicle_instability_onset__byx__2025_09_28_17_05_51__000546280,546.28,-15.3,565.4,exit,3.82,differentmu_road,mu1,very_low,高风险路面,mu1,very_low,False,False,False,old_after_body_onset
