subject,session_stamp,vehicle_raw_relative_path,segment_index,module_name,instance_name,road_risk_class_cn,entry_time_rel_s,exit_time_rel_s,duration_s,road_s_start_m,road_s_end_m,road_s_min_m,road_s_max_m,median_nearest_dist_m,p90_nearest_dist_m,point_count,high_point_ratio,medium_point_ratio,low_point_ratio,very_low_point_ratio,segment_mapping_reliability
cwh,2025_09_26_19_56_16,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,10,middle_section,section6,普通连接段,358.605,391.605,33.0,12504.536,13658.536,12504.536,13658.536,786.47,823.758,331,0.0,0.0,0.0,1.0,very_low
cwh,2025_09_26_19_56_16,原始车辆数据/cwh/Entity_Recording_2025_09_26_19_56_16_vehicle.csv,11,differentmu_road,mu1,高风险路面,391.705,525.905,134.2,13662.161,14481.161,13662.161,15044.161,664.994,1325.917,1343,0.0119,0.0804,0.2048,0.7029,very_low
cwh,2025_09_26_20_06_19,原始车辆数据/cwh/Entity_Recording_2025_09_26_20_06_19_vehicle.csv,0,middle_section,section1,普通连接段,0.0,43.4,43.4,0.0,1156.625,0.0,1156.625,3.4,7.637,435,1.0,0.0,0.0,0.0,high
cwh,2025_09_26_20_06_19,原始车辆数据/cwh/Entity_Recording_2025_09_26_20_06_19_vehicle.csv,1,longstraight,longstraight,长直线路段,43.5,55.0,11.5,1160.625,1609.625,1160.625,1609.625,3.027,4.526,116,1.0,0.0,0.0,0.0,high
cwh,2025_09_26_20_06_19,原始车辆数据/cwh/Entity_Recording_2025_09_26_20_06_19_vehicle.csv,2,middle_section,section2,普通连接段,55.1,89.2,34.1,1612.517,2767.517,1612.517,2767.517,3.395,4.523,342,1.0,0.0,0.0,0.0,high
cwh,2025_09_26_20_06_19,原始车辆数据/cwh/Entity_Recording_2025_09_26_20_06_19_vehicle.csv,3,curve1,curve1,弯道路段,89.305,152.9,63.595,2772.142,4586.574,2772.142,4586.574,22.553,281.057,637,0.4929,0.1774,0.3297,0.0,low
cwh,2025_09_26_20_06_19,原始车辆数据/cwh/Entity_Recording_2025_09_26_20_06_19_vehicle.csv,4,middle_section,section3,普通连接段,153.0,182.9,29.9,4590.574,5745.574,4590.574,5745.574,279.441,282.186,300,0.0,0.0,1.0,0.0,low
cwh,2025_09_26_20_06_19,原始车辆数据/cwh/Entity_Recording_2025_09_26_20_06_19_vehicle.csv,5,fix_road,fix_road,特殊道路段,183.0,216.7,33.7,5750.199,7189.199,5750.199,7189.199,281.767,283.299,338,0.0,0.0,1.0,0.0,low
cwh,2025_09_26_20_06_19,原始车辆数据/cwh/Entity_Recording_2025_09_26_20_06_19_vehicle.csv,6,middle_section,section4,普通连接段,216.805,249.305,32.5,7194.256,8351.88,7194.256,8351.88,279.646,280.545,326,0.0,0.0,1.0,0.0,low
cwh,2025_09_26_20_06_19,原始车辆数据/cwh/Entity_Recording_2025_09_26_20_06_19_vehicle.csv,7,curve2,curve2,弯道路段,249.4,296.6,47.2,8354.88,9578.88,8354.88,9578.88,415.784,880.42,473,0.0,0.0,0.5772,0.4228,low
cwh,2025_09_26_20_06_19,原始车辆数据/cwh/Entity_Recording_2025_09_26_20_06_19_vehicle.csv,8,middle_section,section5,普通连接段,296.7,317.6,20.9,10437.287,11340.911,10437.287,11340.911,971.732,1001.953,210,0.0,0.0,0.0,1.0,very_low
cwh,2025_09_26_20_06_19,原始车辆数据/cwh/Entity_Recording_2025_09_26_20_06_19_vehicle.csv,9,stop,stop,特殊道路段,317.7,344.805,27.105,11344.911,12499.911,11344.911,12499.911,883.039,924.385,272,0.0,0.0,0.0,1.0,very_low
cwh,2025_09_26_20_06_19,原始车辆数据/cwh/Entity_Recording_2025_09_26_20_06_19_vehicle.csv,10,middle_section,section6,普通连接段,344.9,375.805,30.905,12503.536,13658.536,12503.536,13658.536,788.072,824.55,310,0.0,0.0,0.0,1.0,very_low
cwh,2025_09_26_20_06_19,原始车辆数据/cwh/Entity_Recording_2025_09_26_20_06_19_vehicle.csv,11,differentmu_road,mu1,高风险路面,375.9,504.4,128.5,13661.161,14436.161,13661.161,15045.161,680.755,1355.193,1286,0.0101,0.0669,0.1827,0.7403,very_low
gf,2025_09_26_10_03_00,原始车辆数据/gf/Entity_Recording_2025_09_26_10_03_00_vehicle.csv,0,middle_section,section1,普通连接段,0.0,60.0,60.0,0.0,1157.625,0.0,1157.625,2.498,8.5,601,1.0,0.0,0.0,0.0,high
gf,2025_09_26_10_03_00,原始车辆数据/gf/Entity_Recording_2025_09_26_10_03_00_vehicle.csv,1,longstraight,longstraight,长直线路段,60.105,74.705,14.6,1160.625,1611.517,1160.625,1611.517,2.239,2.641,147,1.0,0.0,0.0,0.0,high
gf,2025_09_26_10_03_00,原始车辆数据/gf/Entity_Recording_2025_09_26_10_03_00_vehicle.csv,2,middle_section,section2,普通连接段,74.805,122.0,47.195,1614.517,2771.142,1614.517,2771.142,2.429,6.067,473,1.0,0.0,0.0,0.0,high
gf,2025_09_26_10_03_00,原始车辆数据/gf/Entity_Recording_2025_09_26_10_03_00_vehicle.csv,3,curve1,curve1,弯道路段,122.105,199.705,77.6,2774.142,4584.14,2774.142,4584.14,12.121,272.474,777,0.5187,0.1853,0.296,0.0,medium
gf,2025_09_26_10_03_00,原始车辆数据/gf/Entity_Recording_2025_09_26_10_03_00_vehicle.csv,4,middle_section,section3,普通连接段,199.805,242.305,42.5,4587.574,5745.574,4587.574,5745.574,272.443,275.722,426,0.0,0.0,1.0,0.0,low
gf,2025_09_26_10_03_00,原始车辆数据/gf/Entity_Recording_2025_09_26_10_03_00_vehicle.csv,5,fix_road,fix_road,特殊道路段,242.405,291.605,49.2,5748.199,7191.199,5748.199,7191.199,275.356,275.974,493,0.0,0.0,1.0,0.0,low
gf,2025_09_26_10_03_00,原始车辆数据/gf/Entity_Recording_2025_09_26_10_03_00_vehicle.csv,6,middle_section,section4,普通连接段,291.705,329.305,37.6,7194.256,8351.256,7194.256,8351.256,272.296,272.593,377,0.0,0.0,1.0,0.0,low
gf,2025_09_26_10_03_00,原始车辆数据/gf/Entity_Recording_2025_09_26_10_03_00_vehicle.csv,7,curve2,curve2,弯道路段,329.405,385.205,55.8,8352.88,9579.88,8352.88,9579.88,422.066,902.342,559,0.0,0.0,0.5671,0.4329,low
gf,2025_09_26_10_03_00,原始车辆数据/gf/Entity_Recording_2025_09_26_10_03_00_vehicle.csv,8,middle_section,section5,普通连接段,385.305,426.105,40.8,10434.287,11340.287,10434.287,11340.287,969.269,997.812,409,0.0,0.0,0.0,1.0,very_low
gf,2025_09_26_10_03_00,原始车辆数据/gf/Entity_Recording_2025_09_26_10_03_00_vehicle.csv,9,stop,stop,特殊道路段,426.205,466.305,40.1,11342.911,12499.911,11342.911,12499.911,881.262,920.314,402,0.0,0.0,0.0,1.0,very_low
gf,2025_09_26_10_03_00,原始车辆数据/gf/Entity_Recording_2025_09_26_10_03_00_vehicle.csv,10,middle_section,section6,普通连接段,466.405,520.0,53.595,12502.536,13658.536,12502.536,13658.536,785.596,824.232,537,0.0,0.0,0.0,1.0,very_low
gf,2025_09_26_10_03_00,原始车辆数据/gf/Entity_Recording_2025_09_26_10_03_00_vehicle.csv,11,differentmu_road,mu1,高风险路面,520.105,659.205,139.1,13661.161,13794.161,13661.161,15027.161,684.87,1633.053,1392,0.0122,0.0776,0.1932,0.717,very_low
gf,2025_09_26_10_18_49,原始车辆数据/gf/Entity_Recording_2025_09_26_10_18_49_vehicle.csv,0,middle_section,section1,普通连接段,0.0,50.6,50.6,1.625,1158.625,1.625,1158.625,2.662,8.513,507,1.0,0.0,0.0,0.0,high
gf,2025_09_26_10_18_49,原始车辆数据/gf/Entity_Recording_2025_09_26_10_18_49_vehicle.csv,1,longstraight,longstraight,长直线路段,50.705,64.305,13.6,1161.625,1611.517,1161.625,1611.517,2.614,2.746,137,1.0,0.0,0.0,0.0,high
gf,2025_09_26_10_18_49,原始车辆数据/gf/Entity_Recording_2025_09_26_10_18_49_vehicle.csv,2,middle_section,section2,普通连接段,64.4,110.505,46.105,1614.517,2771.142,1614.517,2771.142,2.48,4.668,462,1.0,0.0,0.0,0.0,high
gf,2025_09_26_10_18_49,原始车辆数据/gf/Entity_Recording_2025_09_26_10_18_49_vehicle.csv,3,curve1,curve1,弯道路段,110.6,178.105,67.505,2774.142,4585.14,2774.142,4585.14,10.98,272.319,676,0.5178,0.1479,0.3343,0.0,low
gf,2025_09_26_10_18_49,原始车辆数据/gf/Entity_Recording_2025_09_26_10_18_49_vehicle.csv,4,middle_section,section3,普通连接段,178.2,212.0,33.8,4587.574,5744.574,4587.574,5744.574,272.454,272.766,339,0.0,0.0,1.0,0.0,low
gf,2025_09_26_10_18_49,原始车辆数据/gf/Entity_Recording_2025_09_26_10_18_49_vehicle.csv,5,fix_road,fix_road,特殊道路段,212.105,259.2,47.095,5747.199,7189.199,5747.199,7189.199,272.652,273.976,472,0.0,0.0,1.0,0.0,low
gf,2025_09_26_10_18_49,原始车辆数据/gf/Entity_Recording_2025_09_26_10_18_49_vehicle.csv,6,middle_section,section4,普通连接段,259.305,292.6,33.295,7193.256,8349.256,7193.256,8349.256,272.368,272.604,334,0.0,0.0,1.0,0.0,low
gf,2025_09_26_10_18_49,原始车辆数据/gf/Entity_Recording_2025_09_26_10_18_49_vehicle.csv,7,curve2,curve2,弯道路段,292.705,342.4,49.695,8352.88,9578.88,8352.88,9578.88,452.408,894.102,498,0.0,0.0,0.5462,0.4538,low
gf,2025_09_26_10_18_49,原始车辆数据/gf/Entity_Recording_2025_09_26_10_18_49_vehicle.csv,8,middle_section,section5,普通连接段,342.505,374.305,31.8,10433.287,11340.911,10433.287,11340.911,971.713,1000.734,319,0.0,0.0,0.0,1.0,very_low
gf,2025_09_26_10_18_49,原始车辆数据/gf/Entity_Recording_2025_09_26_10_18_49_vehicle.csv,9,stop,stop,特殊道路段,374.4,407.805,33.405,11343.911,12500.536,11343.911,12500.536,886.471,924.094,335,0.0,0.0,0.0,1.0,very_low
gf,2025_09_26_10_18_49,原始车辆数据/gf/Entity_Recording_2025_09_26_10_18_49_vehicle.csv,10,middle_section,section6,普通连接段,407.905,446.6,38.695,12503.536,13659.536,12503.536,13659.536,783.503,826.089,388,0.0,0.0,0.0,1.0,very_low
gf,2025_09_26_10_18_49,原始车辆数据/gf/Entity_Recording_2025_09_26_10_18_49_vehicle.csv,11,differentmu_road,mu1,高风险路面,446.705,575.505,128.8,13662.161,13662.161,13662.161,15027.161,696.102,1756.761,1289,0.0109,0.0683,0.1738,0.7471,very_low
gf,2025_09_26_10_18_49,原始车辆数据/gf/Entity_Recording_2025_09_26_10_18_49_vehicle.csv,12,middle_section,section6,普通连接段,575.6,583.805,8.205,13660.161,13578.536,13578.536,13660.161,2267.877,2305.133,83,0.0,0.0,0.0,1.0,very_low
gf,2025_09_26_10_30_12,原始车辆数据/gf/Entity_Recording_2025_09_26_10_30_12_vehicle.csv,0,middle_section,section1,普通连接段,0.0,51.605,51.605,0.0,1159.625,0.0,1159.625,2.59,8.5,517,1.0,0.0,0.0,0.0,high
gf,2025_09_26_10_30_12,原始车辆数据/gf/Entity_Recording_2025_09_26_10_30_12_vehicle.csv,1,longstraight,longstraight,长直线路段,51.705,64.405,12.7,1163.625,1611.517,1163.625,1611.517,2.434,2.629,128,1.0,0.0,0.0,0.0,high
gf,2025_09_26_10_30_12,原始车辆数据/gf/Entity_Recording_2025_09_26_10_30_12_vehicle.csv,2,middle_section,section2,普通连接段,64.505,100.905,36.4,1613.517,2769.517,1613.517,2769.517,2.663,3.776,365,1.0,0.0,0.0,0.0,high
gf,2025_09_26_10_30_12,原始车辆数据/gf/Entity_Recording_2025_09_26_10_30_12_vehicle.csv,3,curve1,curve1,弯道路段,101.0,166.805,65.805,2773.142,4585.14,2773.142,4585.14,13.832,272.822,659,0.5129,0.1593,0.3278,0.0,low
gf,2025_09_26_10_30_12,原始车辆数据/gf/Entity_Recording_2025_09_26_10_30_12_vehicle.csv,4,middle_section,section3,普通连接段,166.905,200.905,34.0,4588.574,5746.199,4588.574,5746.199,272.716,272.944,341,0.0,0.0,1.0,0.0,low
gf,2025_09_26_10_30_12,原始车辆数据/gf/Entity_Recording_2025_09_26_10_30_12_vehicle.csv,5,fix_road,fix_road,特殊道路段,201.0,248.505,47.505,5748.199,7181.199,5748.199,7181.199,272.612,275.639,476,0.0,0.0,1.0,0.0,low
gf,2025_09_26_10_30_12,原始车辆数据/gf/Entity_Recording_2025_09_26_10_30_12_vehicle.csv,6,middle_section,section4,普通连接段,248.605,281.805,33.2,7193.256,8350.256,7193.256,8350.256,272.369,272.74,333,0.0,0.0,1.0,0.0,low
gf,2025_09_26_10_30_12,原始车辆数据/gf/Entity_Recording_2025_09_26_10_30_12_vehicle.csv,7,curve2,curve2,弯道路段,281.905,329.805,47.9,8353.88,9578.88,8353.88,9578.88,459.996,910.368,480,0.0,0.0,0.5354,0.4646,low
gf,2025_09_26_10_30_12,原始车辆数据/gf/Entity_Recording_2025_09_26_10_30_12_vehicle.csv,8,middle_section,section5,普通连接段,329.905,364.0,34.095,10434.287,11340.911,10434.287,11340.911,974.06,999.578,342,0.0,0.0,0.0,1.0,very_low
gf,2025_09_26_10_30_12,原始车辆数据/gf/Entity_Recording_2025_09_26_10_30_12_vehicle.csv,9,stop,stop,特殊道路段,364.105,396.105,32.0,11343.911,12497.911,11343.911,12497.911,886.379,924.455,321,0.0,0.0,0.0,1.0,very_low
gf,2025_09_26_10_30_12,原始车辆数据/gf/Entity_Recording_2025_09_26_10_30_12_vehicle.csv,10,middle_section,section6,普通连接段,396.2,430.2,34.0,12501.536,13659.536,12501.536,13659.536,784.879,826.713,341,0.0,0.0,0.0,1.0,very_low
gf,2025_09_26_10_30_12,原始车辆数据/gf/Entity_Recording_2025_09_26_10_30_12_vehicle.csv,11,differentmu_road,mu1,高风险路面,430.305,562.0,131.695,13662.161,13661.161,13661.161,15028.161,694.957,1756.379,1318,0.0106,0.0675,0.1783,0.7436,very_low
gf,2025_09_26_10_30_12,原始车辆数据/gf/Entity_Recording_2025_09_26_10_30_12_vehicle.csv,12,middle_section,section6,普通连接段,562.105,565.905,3.8,13659.536,13620.536,13620.536,13659.536,2210.239,2233.694,39,0.0,0.0,0.0,1.0,very_low
gf,2025_09_26_10_40_59,原始车辆数据/gf/Entity_Recording_2025_09_26_10_40_59_vehicle.csv,0,middle_section,section1,普通连接段,0.0,51.605,51.605,0.0,1156.625,0.0,1156.625,2.671,8.5,517,1.0,0.0,0.0,0.0,high
gf,2025_09_26_10_40_59,原始车辆数据/gf/Entity_Recording_2025_09_26_10_40_59_vehicle.csv,1,longstraight,longstraight,长直线路段,51.7,64.605,12.905,1160.625,1611.517,1160.625,1611.517,2.633,6.111,130,1.0,0.0,0.0,0.0,high
gf,2025_09_26_10_40_59,原始车辆数据/gf/Entity_Recording_2025_09_26_10_40_59_vehicle.csv,2,middle_section,section2,普通连接段,64.7,100.805,36.105,1614.517,2771.142,1614.517,2771.142,2.61,4.607,362,1.0,0.0,0.0,0.0,high
gf,2025_09_26_10_40_59,原始车辆数据/gf/Entity_Recording_2025_09_26_10_40_59_vehicle.csv,3,curve1,curve1,弯道路段,100.905,164.0,63.095,2775.142,4584.14,2775.142,4584.14,6.089,275.781,632,0.5316,0.1392,0.3291,0.0,low
gf,2025_09_26_10_40_59,原始车辆数据/gf/Entity_Recording_2025_09_26_10_40_59_vehicle.csv,4,middle_section,section3,普通连接段,164.105,202.105,38.0,4587.574,5746.199,4587.574,5746.199,274.119,275.906,381,0.0,0.0,1.0,0.0,low
gf,2025_09_26_10_40_59,原始车辆数据/gf/Entity_Recording_2025_09_26_10_40_59_vehicle.csv,5,fix_road,fix_road,特殊道路段,202.2,260.805,58.605,5748.199,7192.256,5748.199,7192.256,272.361,273.153,587,0.0,0.0,1.0,0.0,low
gf,2025_09_26_10_40_59,原始车辆数据/gf/Entity_Recording_2025_09_26_10_40_59_vehicle.csv,6,middle_section,section4,普通连接段,260.905,296.305,35.4,7196.256,8351.88,7196.256,8351.88,272.654,273.021,355,0.0,0.0,1.0,0.0,low
gf,2025_09_26_10_40_59,原始车辆数据/gf/Entity_Recording_2025_09_26_10_40_59_vehicle.csv,7,curve2,curve2,弯道路段,296.405,348.905,52.5,8354.88,9579.88,8354.88,9579.88,471.321,914.966,526,0.0,0.0,0.5266,0.4734,low
gf,2025_09_26_10_40_59,原始车辆数据/gf/Entity_Recording_2025_09_26_10_40_59_vehicle.csv,8,middle_section,section5,普通连接段,349.0,392.105,43.105,10434.287,11339.287,10434.287,11339.287,967.665,998.055,432,0.0,0.0,0.0,1.0,very_low
gf,2025_09_26_10_40_59,原始车辆数据/gf/Entity_Recording_2025_09_26_10_40_59_vehicle.csv,9,stop,stop,特殊道路段,392.2,426.305,34.105,11341.911,12499.911,11341.911,12499.911,886.81,922.562,342,0.0,0.0,0.0,1.0,very_low
gf,2025_09_26_10_40_59,原始车辆数据/gf/Entity_Recording_2025_09_26_10_40_59_vehicle.csv,10,middle_section,section6,普通连接段,426.405,461.5,35.095,12503.536,13658.536,12503.536,13658.536,784.345,822.823,352,0.0,0.0,0.0,1.0,very_low
gf,2025_09_26_10_40_59,原始车辆数据/gf/Entity_Recording_2025_09_26_10_40_59_vehicle.csv,11,differentmu_road,mu1,高风险路面,461.605,591.305,129.7,13662.161,14346.161,13662.161,15025.161,687.346,1389.34,1298,0.0116,0.0724,0.1926,0.7234,very_low
gf,2025_09_26_10_52_57,原始车辆数据/gf/Entity_Recording_2025_09_26_10_52_57_vehicle.csv,0,middle_section,section1,普通连接段,0.0,50.505,50.505,0.0,1156.625,0.0,1156.625,2.902,8.5,506,1.0,0.0,0.0,0.0,high
gf,2025_09_26_10_52_57,原始车辆数据/gf/Entity_Recording_2025_09_26_10_52_57_vehicle.csv,1,longstraight,longstraight,长直线路段,50.6,63.905,13.305,1160.625,1610.625,1160.625,1610.625,2.662,5.171,134,1.0,0.0,0.0,0.0,high
gf,2025_09_26_10_52_57,原始车辆数据/gf/Entity_Recording_2025_09_26_10_52_57_vehicle.csv,2,middle_section,section2,普通连接段,64.0,100.705,36.705,1613.517,2770.517,1613.517,2770.517,2.774,5.963,368,1.0,0.0,0.0,0.0,high
gf,2025_09_26_10_52_57,原始车辆数据/gf/Entity_Recording_2025_09_26_10_52_57_vehicle.csv,3,curve1,curve1,弯道路段,100.805,176.105,75.3,2774.142,4585.14,2774.142,4585.14,37.109,272.681,754,0.4655,0.2374,0.2971,0.0,medium
gf,2025_09_26_10_52_57,原始车辆数据/gf/Entity_Recording_2025_09_26_10_52_57_vehicle.csv,4,middle_section,section3,普通连接段,176.2,212.805,36.605,4587.574,5744.574,4587.574,5744.574,272.662,272.868,367,0.0,0.0,1.0,0.0,low
gf,2025_09_26_10_52_57,原始车辆数据/gf/Entity_Recording_2025_09_26_10_52_57_vehicle.csv,5,fix_road,fix_road,特殊道路段,212.905,269.4,56.495,5747.199,7190.199,5747.199,7190.199,272.636,275.948,566,0.0,0.0,1.0,0.0,low
gf,2025_09_26_10_52_57,原始车辆数据/gf/Entity_Recording_2025_09_26_10_52_57_vehicle.csv,6,middle_section,section4,普通连接段,269.505,306.105,36.6,7193.256,8350.256,7193.256,8350.256,272.434,274.386,367,0.0,0.0,1.0,0.0,low
gf,2025_09_26_10_52_57,原始车辆数据/gf/Entity_Recording_2025_09_26_10_52_57_vehicle.csv,7,curve2,curve2,弯道路段,306.2,359.305,53.105,8352.88,9578.88,8352.88,9578.88,448.038,917.067,532,0.0,0.0,0.5451,0.4549,low
gf,2025_09_26_10_52_57,原始车辆数据/gf/Entity_Recording_2025_09_26_10_52_57_vehicle.csv,8,middle_section,section5,普通连接段,359.4,403.4,44.0,10433.287,11339.287,10433.287,11339.287,966.684,997.768,441,0.0,0.0,0.0,1.0,very_low
gf,2025_09_26_10_52_57,原始车辆数据/gf/Entity_Recording_2025_09_26_10_52_57_vehicle.csv,9,stop,stop,特殊道路段,403.505,438.0,34.495,11342.911,12500.536,11342.911,12500.536,885.68,922.236,346,0.0,0.0,0.0,1.0,very_low
gf,2025_09_26_10_52_57,原始车辆数据/gf/Entity_Recording_2025_09_26_10_52_57_vehicle.csv,10,middle_section,section6,普通连接段,438.105,475.505,37.4,12503.536,13659.536,12503.536,13659.536,782.37,822.627,375,0.0,0.0,0.0,1.0,very_low
gf,2025_09_26_10_52_57,原始车辆数据/gf/Entity_Recording_2025_09_26_10_52_57_vehicle.csv,11,differentmu_road,mu1,高风险路面,475.6,618.305,142.705,13662.161,14407.161,13662.161,15024.161,683.125,1333.564,1428,0.0105,0.0672,0.1884,0.7339,very_low
gzj,2025_09_27_11_38_49,原始车辆数据/gzj/Entity_Recording_2025_09_27_11_38_49_vehicle.csv,0,middle_section,section1,普通连接段,0.0,38.805,38.805,12.625,1157.625,12.625,1157.625,5.16,7.948,389,1.0,0.0,0.0,0.0,high
gzj,2025_09_27_11_38_49,原始车辆数据/gzj/Entity_Recording_2025_09_27_11_38_49_vehicle.csv,1,longstraight,longstraight,长直线路段,38.905,51.0,12.095,1161.625,1610.625,1161.625,1610.625,3.944,4.432,122,1.0,0.0,0.0,0.0,high
gzj,2025_09_27_11_38_49,原始车辆数据/gzj/Entity_Recording_2025_09_27_11_38_49_vehicle.csv,2,middle_section,section2,普通连接段,51.105,86.105,35.0,1614.517,2719.517,1614.517,2719.517,4.88,5.701,351,1.0,0.0,0.0,0.0,high
gzj,2025_09_27_11_41_47,原始车辆数据/gzj/Entity_Recording_2025_09_27_11_41_47_vehicle.csv,0,middle_section,section1,普通连接段,0.0,52.505,52.505,0.0,1158.625,0.0,1158.625,4.994,8.496,526,1.0,0.0,0.0,0.0,high
gzj,2025_09_27_11_41_47,原始车辆数据/gzj/Entity_Recording_2025_09_27_11_41_47_vehicle.csv,1,longstraight,longstraight,长直线路段,52.605,64.205,11.6,1162.625,1611.517,1162.625,1611.517,3.937,7.142,117,1.0,0.0,0.0,0.0,high
gzj,2025_09_27_11_41_47,原始车辆数据/gzj/Entity_Recording_2025_09_27_11_41_47_vehicle.csv,2,middle_section,section2,普通连接段,64.305,96.305,32.0,1615.517,2768.517,1615.517,2768.517,5.603,6.504,321,1.0,0.0,0.0,0.0,high
gzj,2025_09_27_11_41_47,原始车辆数据/gzj/Entity_Recording_2025_09_27_11_41_47_vehicle.csv,3,curve1,curve1,弯道路段,96.405,164.505,68.1,2772.142,4585.14,2772.142,4585.14,23.433,282.551,682,0.4927,0.2023,0.305,0.0,low
gzj,2025_09_27_11_41_47,原始车辆数据/gzj/Entity_Recording_2025_09_27_11_41_47_vehicle.csv,4,middle_section,section3,普通连接段,164.605,195.905,31.3,4588.574,5744.574,4588.574,5744.574,281.783,282.607,314,0.0,0.0,1.0,0.0,low
gzj,2025_09_27_11_41_47,原始车辆数据/gzj/Entity_Recording_2025_09_27_11_41_47_vehicle.csv,5,fix_road,fix_road,特殊道路段,196.0,235.805,39.805,5748.199,7192.199,5748.199,7192.199,281.932,283.28,399,0.0,0.0,1.0,0.0,low
gzj,2025_09_27_11_41_47,原始车辆数据/gzj/Entity_Recording_2025_09_27_11_41_47_vehicle.csv,6,middle_section,section4,普通连接段,235.905,267.505,31.6,7196.256,8351.256,7196.256,8351.256,280.563,282.157,317,0.0,0.0,1.0,0.0,low
gzj,2025_09_27_11_41_47,原始车辆数据/gzj/Entity_Recording_2025_09_27_11_41_47_vehicle.csv,7,curve2,curve2,弯道路段,267.605,317.605,50.0,8353.88,9578.88,8353.88,9578.88,428.717,881.805,501,0.0,0.0,0.5689,0.4311,low
gzj,2025_09_27_11_41_47,原始车辆数据/gzj/Entity_Recording_2025_09_27_11_41_47_vehicle.csv,8,middle_section,section5,普通连接段,317.705,342.805,25.1,10436.287,11340.287,10436.287,11340.287,973.73,997.828,252,0.0,0.0,0.0,1.0,very_low
gzj,2025_09_27_11_41_47,原始车辆数据/gzj/Entity_Recording_2025_09_27_11_41_47_vehicle.csv,9,stop,stop,特殊道路段,342.905,399.305,56.4,11343.911,12497.911,11343.911,12497.911,911.995,938.321,565,0.0,0.0,0.0,1.0,very_low
gzj,2025_09_27_11_41_47,原始车辆数据/gzj/Entity_Recording_2025_09_27_11_41_47_vehicle.csv,10,middle_section,section6,普通连接段,399.405,492.605,93.2,12501.536,13660.161,12501.536,13660.161,771.931,808.273,933,0.0,0.0,0.0,1.0,very_low
gzj,2025_09_27_11_41_47,原始车辆数据/gzj/Entity_Recording_2025_09_27_11_41_47_vehicle.csv,11,differentmu_road,mu1,高风险路面,492.705,641.505,148.8,13661.161,14408.161,13661.161,15045.161,680.346,1358.59,1489,0.0107,0.0786,0.1988,0.7119,very_low
