instability_event_uid,dataset_candidate_version,subject,session_stamp,vehicle_raw_relative_path,vehicle_raw_absolute_path,vehicle_raw_sha256,anchor_time_rel_s,event_start_rel_s,event_end_rel_s,event_duration_s,instability_anchor_source,instability_role,ay_seed_count,roll_rate_seed_count,merged_seed_count,source_event_uids,source_event_types,source_event_levels,max_source_anchor_value,max_source_peak_score,vehicle_read_status,vehicle_read_error,event_index_in_session,review_point_count,event_point_count,peak_abs_ay_window,signed_peak_ay_window,peak_abs_ay_event,peak_abs_roll_rate_window,peak_abs_yaw_rate_window,lateral_distance_range_window,peak_abs_curvature_window,median_speed_kmh_window,steering_baseline_pre1s,steering_delta_peak_post3s,steering_signed_delta_peak_post3s,instability_review_score,codex_recommended_decision,causal_setting,leakage_note,old_v400_near_count,old_v400_overlap_count,old_v400_primary_count,old_v400_active_count,old_v400_max_primary_score,old_v400_max_trigger_score,old_v400_max_level_rank,old_v400_max_level,old_v400_road_type_mode,old_v400_phase_mode,old_v400_min_abs_anchor_gap_s,old_v400_nearest_event_uid,road_design_map_status,road_design_module_name,road_design_instance_name,road_design_s,road_design_curvature,road_design_nearest_dist_m,road_design_vehicle_time_gap_s,road_design_mapping_reliability,road_design_risk_class,manual_label_count,manual_label_decision_mode,manual_label_anchor_rel_s,manual_label_start_rel_s,manual_label_end_rel_s,manual_label_confidence_max,manual_label_match_type,road_guided_instability_score,road_guided_recommended_decision,road_guided_decision_reasons,event_uid,event_type,event_level,road_type_anchor,curvature_anchor,is_curve,anchor_idx_oldcode,future_rows_available_oldcode,history_full_3s_oldcode,future_full_2s_oldcode,oldcode_usable,oldcode_drop_reason,random_event_split,session_key,session_level_split,subject_level_split
vehicle_instability_allraw__zx__2025_09_27_17_25_16__000018420,vehicle_instability_all_raw_rescreen_v0_1,zx,2025_09_27_17_25_16,原始车辆数据/zx/Entity_Recording_2025_09_27_17_25_16_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_25_16_vehicle.csv,bacd96729f7174f298675a452c748e13f9ccb16c6d8171149f7213f1aaba3d58,18.42,18.42,21.63,3.21,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__zx__2025_09_27_17_25_16__00001,roll_rate,extreme,2.025127,40.502532,ok,,1,2600,643,4.53551,4.53551,4.53551,2.025127,0.244367,13.943938,0.0,51.76844,0.041888,1.889318,-1.889318,82.85,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,3,3,1,3,5.666779,41.422333,3,strong_active,straight,secondary,0.835,old_v400_context__zx__2025_09_27_17_25_16__00003,ok,middle_section,section1,591.624693,0.0,12.652521,0.0,high,design_regular_road,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=82.85; ay_support=+5.1; roll_rate_support=+8.0; yaw_rate_support=+5; lateral_support=+6.0; post_steering_response=+5.0; old_v400_nearby=+4.5; old_v400_primary=+5; old_v400_active=+5; old_v400_strong=+4; old_primary_score=+3.5,vehicle_instability_allraw__zx__2025_09_27_17_25_16__000018420,instability_ay_roll,strong_active,straight,0.0,0,3684,24042.0,True,True,True,,train,zx__2025_09_27_17_25_16,train,val
vehicle_instability_allraw__zx__2025_09_27_17_25_16__000055950,vehicle_instability_all_raw_rescreen_v0_1,zx,2025_09_27_17_25_16,原始车辆数据/zx/Entity_Recording_2025_09_27_17_25_16_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_25_16_vehicle.csv,bacd96729f7174f298675a452c748e13f9ccb16c6d8171149f7213f1aaba3d58,55.95,55.95,58.93,2.98,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__zx__2025_09_27_17_25_16__00002,roll_rate,strong,0.187772,3.75544,ok,,2,2601,597,3.58271,-3.58271,3.58271,0.187772,0.129261,2.637944,0.0,109.582801,-0.201411,1.051037,1.051037,56.27,needs_human_review,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,2,2,1,2,2.30772,35.255667,3,strong_active,straight,secondary,0.09,old_v400_context__zx__2025_09_27_17_25_16__00007,ok,middle_section,section2,1673.516895,0.0,4.099591,0.0,high,design_regular_road,0,none,,,,,nearest_or_exact,85.55,hybrid_accept_high,base_dynamic_score=56.27; ay_support=+3.2; yaw_rate_support=+5; lateral_support=+0.2; post_steering_response=+2.5; old_v400_nearby=+3.0; old_v400_primary=+5; old_v400_active=+5; old_v400_strong=+4; old_primary_score=+1.4,vehicle_instability_allraw__zx__2025_09_27_17_25_16__000055950,instability_ay_roll,strong_active,straight,0.0,0,11190,16536.0,True,True,True,,test,zx__2025_09_27_17_25_16,train,val
vehicle_instability_allraw__zx__2025_09_27_17_25_16__000082240,vehicle_instability_all_raw_rescreen_v0_1,zx,2025_09_27_17_25_16,原始车辆数据/zx/Entity_Recording_2025_09_27_17_25_16_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_25_16_vehicle.csv,bacd96729f7174f298675a452c748e13f9ccb16c6d8171149f7213f1aaba3d58,82.24,82.24,90.1,7.86,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__zx__2025_09_27_17_25_16__00004,roll_rate,extreme,0.363934,7.278678,ok,,4,2601,1573,5.82454,5.82454,5.82454,0.363934,0.24163,2.910994,0.0,137.776,-0.201411,1.511809,-1.511809,78.18,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,2,2,0,2,4.337394,28.973333,4,extreme_active,straight,secondary,0.48,old_v400_context__zx__2025_09_27_17_25_16__00009,ok,middle_section,section2,2606.516895,0.0,4.430123,0.0,high,design_regular_road,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=78.18; ay_support=+7.6; roll_rate_support=+2.4; yaw_rate_support=+5; lateral_support=+0.5; post_steering_response=+4.4; multi_second_dynamic_episode=+4; old_v400_nearby=+3.0; old_v400_active=+5; old_v400_extreme=+6; old_primary_score=+2.7,vehicle_instability_allraw__zx__2025_09_27_17_25_16__000082240,instability_ay_roll,extreme_active,straight,0.0,0,16448,11278.0,True,True,True,,train,zx__2025_09_27_17_25_16,train,val
vehicle_instability_allraw__zx__2025_09_27_17_25_16__000123645,vehicle_instability_all_raw_rescreen_v0_1,zx,2025_09_27_17_25_16,原始车辆数据/zx/Entity_Recording_2025_09_27_17_25_16_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_25_16_vehicle.csv,bacd96729f7174f298675a452c748e13f9ccb16c6d8171149f7213f1aaba3d58,123.645,123.645,131.035,7.39,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__zx__2025_09_27_17_25_16__00008,roll_rate,extreme,1.261997,25.23994,ok,,6,2600,1479,13.871995,-13.871995,13.871995,1.261997,0.569452,4.892914,0.01089044,117.343899,-0.146259,3.397811,-3.397811,95.97,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,3,3,1,3,10.461287,13.846,4,extreme_active,curve,secondary,0.185,old_v400_context__zx__2025_09_27_17_25_16__00014,ok,curve1,curve1,4170.14023,-0.00729802,11.485877,0.0,high,design_curve_context,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=95.97; ay_support=+8.0; roll_rate_support=+8.0; yaw_rate_support=+5; lateral_support=+2.9; post_steering_response=+5.0; multi_second_dynamic_episode=+4; old_v400_nearby=+4.5; old_v400_primary=+5; old_v400_active=+5; old_v400_extreme=+6; old_primary_score=+5.0; curve_context_kept_because_dynamic_response_is_strong,vehicle_instability_allraw__zx__2025_09_27_17_25_16__000123645,instability_ay_roll,extreme_active,curve,-0.00729802,1,24729,2997.0,True,True,True,,train,zx__2025_09_27_17_25_16,train,val
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000047060,vehicle_instability_all_raw_rescreen_v0_1,zx,2025_09_27_17_29_08,原始车辆数据/zx/Entity_Recording_2025_09_27_17_29_08_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_29_08_vehicle.csv,95464051fbc1c6023ad0ba9cd3eba717e6a0de500d111ddfbb31bfdfe77c6591,47.06,47.06,55.42,8.36,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,2,1,2,allraw_nonsteering_seed__zx__2025_09_27_17_29_08__00001;allraw_nonsteering_seed__zx__2025_09_27_17_29_08__00002,roll_rate;ay,strong;weak,1.37693,3.589301,ok,,1,2601,1673,4.41341,-4.41341,4.41341,0.179465,0.154881,2.239196,0.0,114.116,-0.291819,1.276883,1.276883,61.96,auto_accept_instability_medium,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,3,3,1,3,2.903492,14.544667,2,medium_active,straight,secondary,0.98,old_v400_context__zx__2025_09_27_17_29_08__00002,ok,longstraight,longstraight,1176.624693,-0.0,2.467358,0.0,high,design_regular_road,0,none,,,,,nearest_or_exact,95.55,hybrid_accept_high,base_dynamic_score=61.96; ay_support=+4.8; yaw_rate_support=+5; post_steering_response=+3.4; multi_second_dynamic_episode=+4; old_v400_nearby=+4.5; old_v400_primary=+5; old_v400_active=+5; old_primary_score=+1.8,vehicle_instability_allraw__zx__2025_09_27_17_29_08__000047060,instability_ay_roll,medium_active,straight,-0.0,0,9412,75894.0,True,True,True,,train,zx__2025_09_27_17_29_08,train,val
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000065380,vehicle_instability_all_raw_rescreen_v0_1,zx,2025_09_27_17_29_08,原始车辆数据/zx/Entity_Recording_2025_09_27_17_29_08_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_29_08_vehicle.csv,95464051fbc1c6023ad0ba9cd3eba717e6a0de500d111ddfbb31bfdfe77c6591,65.38,65.38,73.74,8.36,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__zx__2025_09_27_17_29_08__00003,roll_rate,extreme,0.848113,16.962251,ok,,2,2601,1673,7.42689,-7.42689,7.42689,0.848113,1.06621,2.63909,0.0,126.907,-0.149749,2.615381,-2.615381,95.29,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,3,3,1,3,8.474316,38.397333,4,extreme_active,straight,secondary,0.08,old_v400_context__zx__2025_09_27_17_29_08__00005,ok,middle_section,section2,1782.516895,-0.0,7.194092,0.0,high,design_regular_road,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=95.29; ay_support=+8.0; roll_rate_support=+5.7; yaw_rate_support=+5; lateral_support=+0.2; post_steering_response=+5.0; multi_second_dynamic_episode=+4; old_v400_nearby=+4.5; old_v400_primary=+5; old_v400_active=+5; old_v400_extreme=+6; old_primary_score=+5.0,vehicle_instability_allraw__zx__2025_09_27_17_29_08__000065380,instability_ay_roll,extreme_active,straight,-0.0,0,13076,72230.0,True,True,True,,val,zx__2025_09_27_17_29_08,train,val
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000082590,vehicle_instability_all_raw_rescreen_v0_1,zx,2025_09_27_17_29_08,原始车辆数据/zx/Entity_Recording_2025_09_27_17_29_08_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_29_08_vehicle.csv,95464051fbc1c6023ad0ba9cd3eba717e6a0de500d111ddfbb31bfdfe77c6591,82.59,82.59,102.585,19.995,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,4,4,4,allraw_nonsteering_seed__zx__2025_09_27_17_29_08__00004;allraw_nonsteering_seed__zx__2025_09_27_17_29_08__00005;allraw_nonsteering_seed__zx__2025_09_27_17_29_08__00006;allraw_nonsteering_seed__zx__2025_09_27_17_29_08__00007,roll_rate;ay;roll_rate;roll_rate,extreme;strong;extreme;medium,3.91984,39.851721,ok,,3,2601,4000,9.414338,9.414338,9.414338,1.069514,0.471061,71.482685,0.0,40.692601,-1.66801,1.12242,-1.12242,93.98,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,1,1,1,1,4.551198,13.96,4,extreme_active,straight,primary,2.035,old_v400_context__zx__2025_09_27_17_29_08__00008,ok,middle_section,section2,1998.516895,-0.0,5.236419,0.0,high,design_regular_road,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=93.98; ay_support=+8.0; roll_rate_support=+7.1; yaw_rate_support=+5; lateral_support=+6.0; post_steering_response=+2.8; multi_second_dynamic_episode=+4; old_v400_nearby=+1.5; old_v400_primary=+5; old_v400_active=+5; old_v400_extreme=+6; old_primary_score=+2.8,vehicle_instability_allraw__zx__2025_09_27_17_29_08__000082590,instability_ay_roll,extreme_active,straight,-0.0,0,16518,68788.0,True,True,True,,train,zx__2025_09_27_17_29_08,train,val
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000119620,vehicle_instability_all_raw_rescreen_v0_1,zx,2025_09_27_17_29_08,原始车辆数据/zx/Entity_Recording_2025_09_27_17_29_08_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_29_08_vehicle.csv,95464051fbc1c6023ad0ba9cd3eba717e6a0de500d111ddfbb31bfdfe77c6591,119.62,119.62,136.04,16.42,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,4,4,4,allraw_nonsteering_seed__zx__2025_09_27_17_29_08__00009;allraw_nonsteering_seed__zx__2025_09_27_17_29_08__00010;allraw_nonsteering_seed__zx__2025_09_27_17_29_08__00011;allraw_nonsteering_seed__zx__2025_09_27_17_29_08__00012,roll_rate;ay;ay;roll_rate,strong;strong;medium;weak,4.02309,3.094685,ok,,5,2601,3285,4.02309,4.02309,4.02309,0.151321,0.139824,2.84119,2e-08,126.924,0.021642,0.98105,-0.98105,58.15,auto_accept_instability_medium,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,2,2,1,2,2.368672,17.453267,3,strong_active,straight,secondary,0.12,old_v400_context__zx__2025_09_27_17_29_08__00015,ok,middle_section,section2,2668.516895,0.0,3.384589,0.0,high,design_regular_road,0,none,,,,,nearest_or_exact,92.3,hybrid_accept_high,base_dynamic_score=58.15; ay_support=+4.0; yaw_rate_support=+5; lateral_support=+0.4; post_steering_response=+2.2; multi_second_dynamic_episode=+4; old_v400_nearby=+3.0; old_v400_primary=+5; old_v400_active=+5; old_v400_strong=+4; old_primary_score=+1.5,vehicle_instability_allraw__zx__2025_09_27_17_29_08__000119620,instability_ay_roll,strong_active,straight,0.0,0,23924,61382.0,True,True,True,,test,zx__2025_09_27_17_29_08,train,val
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000148095,vehicle_instability_all_raw_rescreen_v0_1,zx,2025_09_27_17_29_08,原始车辆数据/zx/Entity_Recording_2025_09_27_17_29_08_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_29_08_vehicle.csv,95464051fbc1c6023ad0ba9cd3eba717e6a0de500d111ddfbb31bfdfe77c6591,148.095,148.095,168.7,20.605,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,3,5,5,allraw_nonsteering_seed__zx__2025_09_27_17_29_08__00013;allraw_nonsteering_seed__zx__2025_09_27_17_29_08__00014;allraw_nonsteering_seed__zx__2025_09_27_17_29_08__00015;allraw_nonsteering_seed__zx__2025_09_27_17_29_08__00016;allraw_nonsteering_seed__zx__2025_09_27_17_29_08__00017,roll_rate;roll_rate;roll_rate;roll_rate;roll_rate,extreme;weak;medium;medium;weak,1.17176,23.435192,ok,,6,2601,4122,6.88333,6.88333,7.45185,1.17176,0.270869,3.37241,0.00806133,103.064,-0.023038,0.524646,0.524646,91.2,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,0,0,0,0,,,0,none,none,none,,,ok,curve1,curve1,3670.141588,0.0,3.597551,0.0,high,design_curve_context,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=91.20; ay_support=+8.0; roll_rate_support=+7.8; yaw_rate_support=+5; lateral_support=+1.0; post_steering_response=+0.3; multi_second_dynamic_episode=+4; curve_context_kept_because_dynamic_response_is_strong,vehicle_instability_allraw__zx__2025_09_27_17_29_08__000148095,instability_ay_roll,instability_extreme,design_curve_context,0.0,1,29619,55687.0,True,True,True,,train,zx__2025_09_27_17_29_08,train,val
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000177210,vehicle_instability_all_raw_rescreen_v0_1,zx,2025_09_27_17_29_08,原始车辆数据/zx/Entity_Recording_2025_09_27_17_29_08_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_29_08_vehicle.csv,95464051fbc1c6023ad0ba9cd3eba717e6a0de500d111ddfbb31bfdfe77c6591,177.21,177.21,195.085,17.875,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,4,3,4,allraw_nonsteering_seed__zx__2025_09_27_17_29_08__00018;allraw_nonsteering_seed__zx__2025_09_27_17_29_08__00019;allraw_nonsteering_seed__zx__2025_09_27_17_29_08__00020;allraw_nonsteering_seed__zx__2025_09_27_17_29_08__00021,roll_rate;ay;ay;roll_rate,extreme;medium;weak;medium,2.59289,7.903615,ok,,7,2601,3576,6.54513,6.54513,6.54513,0.395181,0.260451,2.87994,2.2e-07,121.592,-0.252375,0.856259,0.856259,80.06,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,3,3,1,3,5.091887,48.036259,4,extreme_active,curve,secondary,0.635,old_v400_context__zx__2025_09_27_17_29_08__00024,ok,curve1,curve1,4175.140197,-0.00729802,306.668025,0.0,low,design_curve_context,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=80.06; ay_support=+8.0; roll_rate_support=+2.6; yaw_rate_support=+5; lateral_support=+0.5; post_steering_response=+1.7; multi_second_dynamic_episode=+4; old_v400_nearby=+4.5; old_v400_primary=+5; old_v400_active=+5; old_v400_extreme=+6; old_primary_score=+3.2; curve_context_kept_because_dynamic_response_is_strong,vehicle_instability_allraw__zx__2025_09_27_17_29_08__000177210,instability_ay_roll,extreme_active,curve,-0.00729802,1,35442,49864.0,True,True,True,,train,zx__2025_09_27_17_29_08,train,val
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000199530,vehicle_instability_all_raw_rescreen_v0_1,zx,2025_09_27_17_29_08,原始车辆数据/zx/Entity_Recording_2025_09_27_17_29_08_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_29_08_vehicle.csv,95464051fbc1c6023ad0ba9cd3eba717e6a0de500d111ddfbb31bfdfe77c6591,199.53,199.53,208.155,8.625,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,2,3,3,allraw_nonsteering_seed__zx__2025_09_27_17_29_08__00022;allraw_nonsteering_seed__zx__2025_09_27_17_29_08__00023;allraw_nonsteering_seed__zx__2025_09_27_17_29_08__00024,ay;roll_rate;roll_rate,medium;extreme;weak,2.01879,7.356459,ok,,8,2601,1726,5.24965,5.24965,5.24965,0.367823,0.237372,2.8657,0.0,127.646,0.012566,0.527438,-0.527438,73.86,auto_accept_instability_medium,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,1,1,1,1,3.208355,18.733333,4,extreme_active,curve,primary,3.355,old_v400_context__zx__2025_09_27_17_29_08__00030,ok,curve1,curve1,4174.140203,-0.00729802,1050.233057,0.0,very_low,design_curve_context,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=73.86; ay_support=+6.5; roll_rate_support=+2.5; yaw_rate_support=+5; lateral_support=+0.4; post_steering_response=+0.3; multi_second_dynamic_episode=+4; old_v400_nearby=+1.5; old_v400_primary=+5; old_v400_active=+5; old_v400_extreme=+6; old_primary_score=+2.0; curve_context_kept_because_dynamic_response_is_strong,vehicle_instability_allraw__zx__2025_09_27_17_29_08__000199530,instability_ay_roll,extreme_active,curve,-0.00729802,1,39906,45400.0,True,True,True,,train,zx__2025_09_27_17_29_08,train,val
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000225970,vehicle_instability_all_raw_rescreen_v0_1,zx,2025_09_27_17_29_08,原始车辆数据/zx/Entity_Recording_2025_09_27_17_29_08_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_29_08_vehicle.csv,95464051fbc1c6023ad0ba9cd3eba717e6a0de500d111ddfbb31bfdfe77c6591,225.97,225.97,241.005,15.035,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__zx__2025_09_27_17_29_08__00028,roll_rate,extreme,0.467896,9.357925,ok,,10,2601,3008,6.0538,6.0538,6.0538,0.347553,0.238693,2.70488,0.0,119.091,-0.25988,0.979828,0.979828,78.23,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,2,2,0,2,3.236173,15.126,3,strong_active,curve,secondary,1.39,old_v400_context__zx__2025_09_27_17_29_08__00034,ok,curve1,curve1,4174.140203,-0.00729802,1963.316339,0.0,very_low,design_curve_context,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=78.23; ay_support=+8.0; yaw_rate_support=+5; lateral_support=+0.2; post_steering_response=+2.2; multi_second_dynamic_episode=+4; old_v400_nearby=+3.0; old_v400_active=+5; old_v400_strong=+4; old_primary_score=+2.0; curve_context_kept_because_dynamic_response_is_strong,vehicle_instability_allraw__zx__2025_09_27_17_29_08__000225970,instability_ay_roll,strong_active,curve,-0.00729802,1,45194,40112.0,True,True,True,,train,zx__2025_09_27_17_29_08,train,val
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000244175,vehicle_instability_all_raw_rescreen_v0_1,zx,2025_09_27_17_29_08,原始车辆数据/zx/Entity_Recording_2025_09_27_17_29_08_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_29_08_vehicle.csv,95464051fbc1c6023ad0ba9cd3eba717e6a0de500d111ddfbb31bfdfe77c6591,244.175,244.175,245.63,1.455,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,1,1,1,allraw_nonsteering_seed__zx__2025_09_27_17_29_08__00029,roll_rate,medium,0.113668,2.273354,ok,,11,2601,292,5.01911,5.01911,2.159,0.426061,0.277184,2.70419,0.0,112.339,-0.025482,0.520282,-0.520282,73.03,auto_accept_instability_medium,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,1,1,0,0,1.037194,13.962667,1,weak,curve,secondary,0.115,old_v400_context__zx__2025_09_27_17_29_08__00040,ok,curve1,curve1,4174.140203,-0.00729802,2542.392032,0.0,very_low,design_curve_context,0,none,,,,,nearest_or_exact,88.95,hybrid_accept_high,base_dynamic_score=73.03; ay_support=+6.0; roll_rate_support=+2.8; yaw_rate_support=+5; lateral_support=+0.2; post_steering_response=+0.3; old_v400_nearby=+1.5; curve_context_kept_because_dynamic_response_is_strong,vehicle_instability_allraw__zx__2025_09_27_17_29_08__000244175,instability_ay_roll,weak,curve,-0.00729802,1,48835,36471.0,True,True,True,,train,zx__2025_09_27_17_29_08,train,val
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000302795,vehicle_instability_all_raw_rescreen_v0_1,zx,2025_09_27_17_29_08,原始车辆数据/zx/Entity_Recording_2025_09_27_17_29_08_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zx\Entity_Recording_2025_09_27_17_29_08_vehicle.csv,95464051fbc1c6023ad0ba9cd3eba717e6a0de500d111ddfbb31bfdfe77c6591,302.795,302.795,320.105,17.31,all_raw_vehicle_dynamic_onset_non_steering,instability_ay_roll,4,4,5,allraw_nonsteering_seed__zx__2025_09_27_17_29_08__00034;allraw_nonsteering_seed__zx__2025_09_27_17_29_08__00035;allraw_nonsteering_seed__zx__2025_09_27_17_29_08__00036;allraw_nonsteering_seed__zx__2025_09_27_17_29_08__00037;allraw_nonsteering_seed__zx__2025_09_27_17_29_08__00038,ay;roll_rate;roll_rate;ay;ay,weak;weak;extreme;medium;medium,3.38631,13.287342,ok,,14,2601,3463,5.35853,-5.35853,6.15076,0.384394,0.24721,3.13485,0.0,107.634,-0.230733,0.5976,-0.5976,75.31,auto_accept_instability_high,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,Full raw rescreen. Anchor is derived from non-steering vehicle dynamics (ay/roll_rate). Steering metrics are only response evidence and must not be used to define onset.,2,2,0,2,2.917336,15.126,3,strong_active,curve,secondary,1.715,old_v400_context__zx__2025_09_27_17_29_08__00045,ok,curve1,curve1,4174.140203,-0.00729802,4349.412524,0.0,very_low,design_curve_context,0,none,,,,,nearest_or_exact,100.0,hybrid_accept_high,base_dynamic_score=75.31; ay_support=+6.7; roll_rate_support=+2.6; yaw_rate_support=+5; lateral_support=+0.8; post_steering_response=+0.6; multi_second_dynamic_episode=+4; old_v400_nearby=+3.0; old_v400_active=+5; old_v400_strong=+4; old_primary_score=+1.8; curve_context_kept_because_dynamic_response_is_strong,vehicle_instability_allraw__zx__2025_09_27_17_29_08__000302795,instability_ay_roll,strong_active,curve,-0.00729802,1,60559,24747.0,True,True,True,,train,zx__2025_09_27_17_29_08,train,val
