recurrence_rank,event_uid,subject,session_stamp,possible_config_model_count,high_rmse_top20_count,high_rmse_top20_rate,mean_sample_rmse,max_sample_rmse,mean_gt_peak_abs,is_large_response_any,wrong_side_count,severe_amp_under_count,tail_drift_count,zero_crossing_mismatch_count,reversal_mismatch_count,multi_segment_mismatch_count,large_response_missed_count,peak_time_large_error_count,onset_delay_large_error_count,configs_in_bad_top20,models_in_bad_top20
294,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000198800,byx,2025_09_28_17_46_00,15,0,0.0,0.3305644859870275,0.45627161860466,0.32143217325210566,0,0,0,10,1,15,15,0,1,5,,
295,vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000564970,rjy,2025_09_28_19_51_44,5,0,0.0,0.3251926898956299,0.4535667896270752,0.4103294014930725,0,1,1,3,2,5,0,0,1,0,,
296,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000260070,zx,2025_09_27_16_32_00,5,0,0.0,0.29269616007804866,0.4517601132392883,1.0484189987182615,0,0,1,0,0,5,0,0,1,0,,
297,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000341895,hzh,2025_09_26_21_03_19,15,0,0.0,0.31116924385229744,0.4512254595756531,1.0786139965057373,0,0,2,0,0,14,0,0,0,3,,
298,vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000562665,gzj,2025_09_27_12_28_14,5,0,0.0,0.3170177862048149,0.4499776363372803,0.1947779804468155,0,4,0,4,0,5,0,0,4,0,,
299,vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000190150,gzj,2025_09_27_11_53_25,5,0,0.0,0.37725792229175564,0.4459916949272156,0.9510306715965273,0,1,1,1,0,5,0,0,1,3,,
300,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000195245,yzy,2025_09_27_14_13_03,5,0,0.0,0.161181753873825,0.4426184892654419,0.4152141809463501,0,1,0,2,2,5,1,0,0,0,,
301,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000267185,hzh,2025_09_26_20_50_27,15,0,0.0,0.25311536037673554,0.4398915767669678,0.0197222034136454,0,5,1,15,12,13,13,0,3,14,,
302,vehicle_instability_allraw__gzj__2025_09_27_12_04_23__000173350,gzj,2025_09_27_12_04_23,5,0,0.0,0.38218340277671814,0.4384828805923462,1.3058549165725708,0,0,1,0,5,5,0,0,0,0,,
303,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000579225,hzh,2025_09_26_20_50_27,15,0,0.0,0.23180659512678783,0.4382437765598297,0.9658650159835817,0,0,0,6,0,15,10,0,5,5,,
304,vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000308920,gzj,2025_09_27_11_53_25,5,0,0.0,0.3466458797454834,0.4378376603126526,0.4164358973503113,0,0,1,4,0,5,0,0,0,1,,
305,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000598710,rjy,2025_09_28_19_33_26,5,0,0.0,0.34218875169754026,0.4365087151527405,0.8325219750404358,0,0,1,2,0,5,1,0,4,1,,
306,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000386605,txj,2025_09_27_09_06_19,5,0,0.0,0.33919584155082705,0.4364746510982513,0.6133079528808594,0,0,0,1,0,4,1,0,4,0,,
307,vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000531015,gzj,2025_09_27_12_28_14,10,0,0.0,0.3205155685544014,0.4324749112129211,0.735306978225708,0,0,2,2,0,10,0,0,0,2,,
308,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000599030,hzh,2025_09_26_20_50_27,15,0,0.0,0.1690223840375741,0.4301826655864715,0.19914219280083975,0,5,2,11,8,12,3,0,8,3,,
309,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000097930,byx,2025_09_28_17_35_43,5,0,0.0,0.34114291369915006,0.4271395802497864,0.6209880113601685,0,1,1,1,0,5,5,0,1,0,,
310,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000273935,lxy,2025_09_28_17_55_52,5,0,0.0,0.27411444485187525,0.4247700870037079,0.355525404214859,0,1,0,3,0,5,5,0,1,4,,
311,vehicle_instability_allraw__gzj__2025_09_27_12_28_14__000331425,gzj,2025_09_27_12_28_14,5,0,0.0,0.30418059229850763,0.4207480847835541,0.7159343957901001,0,1,1,4,0,4,0,0,2,1,,
312,vehicle_instability_allraw__zx__2025_09_27_17_56_42__000108650,zx,2025_09_27_17_56_42,5,0,0.0,0.267487159371376,0.4206191897392273,0.8459609746932983,0,0,1,1,0,5,5,0,1,4,,
313,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000359875,byx,2025_09_28_17_35_43,5,0,0.0,0.2837065726518631,0.4200126826763153,1.1491249799728394,0,0,1,1,0,5,5,0,0,1,,
314,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000703720,rjy,2025_09_28_20_02_20,5,0,0.0,0.3744418025016784,0.4182343184947967,1.2260918617248535,0,0,2,2,0,4,0,0,0,3,,
315,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000614515,jy,2025_09_26_17_29_44,5,0,0.0,0.3249835938215256,0.4161398112773895,0.0806339979171752,0,4,0,5,0,5,5,0,4,0,,
316,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000442940,hzh,2025_09_27_19_33_25,5,0,0.0,0.289943453669548,0.4142582416534424,0.8347909450531006,0,0,1,1,1,5,0,0,0,1,,
317,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000251245,yzy,2025_09_27_15_07_57,5,0,0.0,0.27292933464050295,0.4127258658409118,0.9065240621566772,0,0,1,2,0,4,0,0,0,1,,
318,vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000538700,gzj,2025_09_27_11_53_25,5,0,0.0,0.30961050391197203,0.4124370813369751,0.6204649806022644,0,1,1,1,0,5,0,0,1,0,,
319,vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000153840,tyy,2025_09_28_14_44_09,15,0,0.0,0.292188461124897,0.4117792844772339,0.026703675587972,0,3,0,15,8,15,12,0,13,0,,
320,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000320360,zx,2025_09_27_18_00_08,10,0,0.0,0.3008348628878593,0.4113604724407196,0.635125994682312,0,9,2,4,0,9,0,0,9,1,,
321,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000122020,zx,2025_09_27_16_32_00,5,0,0.0,0.309530571103096,0.4109707474708557,0.3958410322666168,0,0,0,5,3,5,0,0,2,0,,
322,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000225005,byx,2025_09_28_17_25_18,5,0,0.0,0.3046201944351196,0.4100342392921448,0.5108580589294434,0,0,0,4,0,5,0,0,0,0,,
323,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000066065,zx,2025_09_27_18_00_08,10,0,0.0,0.30968575105071067,0.4099813103675842,0.5989969968795776,0,0,0,9,0,10,0,0,6,1,,
324,vehicle_instability_allraw__txj__2025_09_27_09_06_19__000032485,txj,2025_09_27_09_06_19,5,0,0.0,0.33378519415855407,0.4091320931911468,0.6510071754455566,0,5,1,1,0,5,0,0,5,1,,
325,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000287425,byx,2025_09_28_17_15_52,5,0,0.0,0.3482406437397003,0.4071720838546753,0.47211211919784535,0,0,0,1,0,5,0,0,3,4,,
326,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000401810,byx,2025_09_28_17_25_18,5,0,0.0,0.2343797877430916,0.4068413972854614,0.5010839700698853,0,0,0,2,0,5,5,0,0,3,,
327,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000332895,jy,2025_09_26_17_29_44,5,0,0.0,0.2767362900078297,0.4042654633522033,0.5080660581588745,0,2,1,2,3,5,0,0,2,0,,
328,vehicle_instability_allraw__hzh__2025_09_27_19_22_27__000153715,hzh,2025_09_27_19_22_27,5,0,0.0,0.21741801798343657,0.4033399820327759,0.2933900356292724,0,0,0,3,2,5,0,0,4,0,,
329,vehicle_instability_allraw__zx__2025_09_27_18_07_01__000492380,zx,2025_09_27_18_07_01,5,0,0.0,0.30499651730060573,0.3988857269287109,0.796218991279602,0,0,0,1,0,5,5,0,0,3,,
330,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000028810,byx,2025_09_28_17_15_52,5,0,0.0,0.3289065271615982,0.3981580436229706,0.3460968434810638,0,5,0,3,0,5,5,0,5,1,,
331,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000504660,hzh,2025_09_26_21_03_19,15,0,0.0,0.2377946585416794,0.3912982940673828,0.7967429757118225,0,0,0,5,0,15,0,0,1,0,,
332,vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000335735,gzj,2025_09_27_11_53_25,5,0,0.0,0.31458311080932616,0.3898512721061706,0.401077002286911,0,0,0,3,0,5,0,0,4,0,,
333,vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000273525,zdq,2025_09_26_15_27_09,5,0,0.0,0.2263051055371761,0.3898302912712097,0.0495669990777969,0,0,0,4,1,5,0,0,2,0,,
334,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000542080,yyl,2025_09_28_09_29_01,5,0,0.0,0.30087334811687466,0.3891654014587402,1.2936382293701172,0,0,5,5,0,5,5,0,0,4,,
335,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000165625,gzj,2025_09_27_11_41_47,5,0,0.0,0.27056839168071745,0.3887024223804474,0.836712121963501,0,1,1,2,0,5,0,0,0,1,,
336,vehicle_instability_allraw__lxy__2025_09_28_17_55_52__000357070,lxy,2025_09_28_17_55_52,5,0,0.0,0.21688745170831675,0.3884520828723907,0.1610940098762512,0,3,0,4,4,4,4,0,4,0,,
337,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000269015,yyl,2025_09_28_09_49_11,15,0,0.0,0.23808413942654927,0.3863070011138916,0.39578251043955487,0,9,5,10,6,15,10,0,1,9,,
338,vehicle_instability_allraw__zxy__2025_09_28_16_01_55__000084280,zxy,2025_09_28_16_01_55,5,0,0.0,0.2983847141265869,0.3850130140781402,1.0548770427703855,0,0,1,1,0,5,0,0,0,2,,
339,vehicle_instability_allraw__hzh__2025_09_26_21_17_02__000043710,hzh,2025_09_26_21_17_02,5,0,0.0,0.29051197767257686,0.384292870759964,0.7349579930305481,0,0,0,1,0,5,5,0,1,1,,
340,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000474655,hzh,2025_09_26_20_50_27,15,0,0.0,0.27753080825010934,0.38422492146492,0.646818995475769,0,0,1,1,1,14,0,0,1,3,,
341,vehicle_instability_allraw__hzh__2025_09_27_19_22_27__000377330,hzh,2025_09_27_19_22_27,5,0,0.0,0.19909703284502028,0.3808139562606811,0.6544989943504333,0,0,1,1,0,4,0,0,0,1,,
342,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000469100,zx,2025_09_27_17_45_11,5,0,0.0,0.30744499862194063,0.3724117279052734,0.1858800649642944,0,1,0,4,1,5,0,0,2,0,,
343,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000477025,byx,2025_09_28_17_25_18,5,0,0.0,0.2540239125490188,0.3710264861583709,1.1794936656951904,0,0,0,1,0,4,4,0,0,1,,
344,vehicle_instability_allraw__byx__2025_09_28_17_46_00__000276540,byx,2025_09_28_17_46_00,20,0,0.0,0.17892897259443993,0.3688702583312988,0.4670500159263611,0,0,0,6,0,18,3,0,20,4,,
345,vehicle_instability_allraw__hzh__2025_09_26_21_03_19__000320800,hzh,2025_09_26_21_03_19,15,0,0.0,0.3135518769423167,0.3661913275718689,0.9324710766474406,0,0,0,2,0,15,10,0,5,3,,
346,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000511405,hzh,2025_09_27_19_33_25,5,0,0.0,0.16159514039754866,0.3644621670246124,1.0478951930999756,0,0,1,1,0,4,0,0,0,1,,
347,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000517355,byx,2025_09_28_17_15_52,5,0,0.0,0.22079952657222743,0.3565475642681122,0.1602210104465484,0,4,1,5,2,5,1,0,4,1,,
348,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000048035,byx,2025_09_28_17_35_43,5,0,0.0,0.3125446915626526,0.3557921051979065,0.8002340197563171,0,1,0,0,0,5,0,0,1,0,,
349,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000115240,gzj,2025_09_27_11_41_47,5,0,0.0,0.18814714401960367,0.3548544347286224,0.6909760236740112,0,0,0,2,0,5,0,0,1,1,,
350,vehicle_instability_allraw__hzh__2025_09_27_19_22_27__000556545,hzh,2025_09_27_19_22_27,5,0,0.0,0.15861715897917744,0.3520563840866089,0.4642578065395355,0,0,0,1,5,5,5,0,0,0,,
351,vehicle_instability_allraw__zxy__2025_09_28_16_35_30__000141250,zxy,2025_09_28_16_35_30,15,0,0.0,0.19513141562541325,0.3501420319080353,0.7866197029749552,0,0,0,6,0,15,0,0,5,7,,
352,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000527890,hzh,2025_09_27_19_33_25,5,0,0.0,0.21037215664982792,0.3365764319896698,0.4260352849960327,0,0,0,3,0,5,5,0,0,0,,
353,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000216345,byx,2025_09_28_17_15_52,5,0,0.0,0.1643683940172195,0.3361281156539917,0.9564404487609866,0,0,1,2,0,5,5,0,0,4,,
354,vehicle_instability_allraw__rjy__2025_09_28_19_33_26__000245500,rjy,2025_09_28_19_33_26,5,0,0.0,0.2794376105070114,0.3319361507892608,1.0784389972686768,0,0,0,0,0,5,1,0,0,0,,
355,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000366800,byx,2025_09_28_17_05_51,5,0,0.0,0.21296958625316614,0.3298532962799072,0.3214896917343139,0,0,1,4,1,4,0,0,5,1,,
356,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000319770,byx,2025_09_28_17_15_52,5,0,0.0,0.21556192338466645,0.3290759027004242,0.41032660007476796,0,1,0,2,0,5,5,0,2,4,,
357,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000201270,yyl,2025_09_28_09_49_11,10,0,0.0,0.1586671486496925,0.3233806490898132,0.9147272109985352,0,0,1,1,0,10,1,0,2,0,,
358,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000517005,gzj,2025_09_27_11_41_47,5,0,0.0,0.29542780518531797,0.3221971094608307,0.7459540367126465,0,0,1,0,0,5,0,0,1,0,,
359,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000474190,hzh,2025_09_27_19_33_25,5,0,0.0,0.207928192615509,0.3200168311595917,0.2494076937437057,0,0,0,3,4,5,0,0,1,0,,
360,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000219320,byx,2025_09_28_17_05_51,5,0,0.0,0.25083371847867963,0.3187591731548309,0.7374014258384705,0,0,0,1,0,5,0,0,0,0,,
361,vehicle_instability_allraw__lxy__2025_09_28_18_19_35__000402090,lxy,2025_09_28_18_19_35,5,0,0.0,0.28061621189117425,0.3169270753860473,1.202531814575195,0,0,1,1,0,5,5,0,0,0,,
362,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000341810,byx,2025_09_28_17_15_52,5,0,0.0,0.19340035319328303,0.3138664960861206,0.7436872720718384,0,0,0,0,0,5,0,0,0,3,,
363,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000449755,hzh,2025_09_26_20_50_27,15,0,0.0,0.1586672097444534,0.3134682774543762,0.47019139925638836,0,0,3,6,1,15,12,0,5,6,,
364,vehicle_instability_allraw__jy__2025_09_26_17_17_11__000547665,jy,2025_09_26_17_17_11,5,0,0.0,0.18340452015399927,0.3118737041950226,0.2883279919624328,0,1,0,1,1,5,5,0,0,1,,
365,vehicle_instability_allraw__gzj__2025_09_27_12_17_12__000585940,gzj,2025_09_27_12_17_12,20,0,0.0,0.14573024995625014,0.3117363154888153,0.22881299257278437,0,0,3,14,0,18,2,0,6,0,,
366,vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000380620,gzj,2025_09_27_11_53_25,5,0,0.0,0.27210762202739713,0.3106746077537536,0.6288419961929321,0,0,0,0,0,4,0,0,0,1,,
367,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000193365,gzj,2025_09_27_11_41_47,10,0,0.0,0.24429120868444437,0.3100278675556183,0.8662070035934448,0,0,2,5,0,9,3,0,7,2,,
368,vehicle_instability_allraw__hzh__2025_09_27_19_22_27__000457930,hzh,2025_09_27_19_22_27,10,0,0.0,0.22093922793865203,0.3065188229084015,1.0541789531707764,0,0,2,2,0,10,10,0,0,4,,
369,vehicle_instability_allraw__gzj__2025_09_27_11_53_25__000283210,gzj,2025_09_27_11_53_25,5,0,0.0,0.21930771470069882,0.3063556849956512,0.3433059155941009,0,4,0,3,1,5,0,0,5,0,,
370,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000397655,byx,2025_09_28_17_35_43,5,0,0.0,0.19622890651226038,0.2974324524402618,0.1946040391921997,0,1,1,5,0,5,4,0,0,3,,
371,vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000207755,rjy,2025_09_28_20_15_42,5,0,0.0,0.23499986380338664,0.296879768371582,0.4818854033946991,0,0,0,4,0,5,0,0,0,1,,
372,vehicle_instability_allraw__jy__2025_09_26_17_29_44__000057650,jy,2025_09_26_17_29_44,5,0,0.0,0.25446438789367676,0.2891507744789123,0.4115488827228546,0,0,1,4,0,5,1,0,0,1,,
373,vehicle_instability_allraw__zx__2025_09_27_18_07_01__000342080,zx,2025_09_27_18_07_01,5,0,0.0,0.1913300454616546,0.2879993021488189,0.2672100067138672,0,0,0,3,0,5,5,0,0,3,,
374,vehicle_instability_allraw__byx__2025_09_28_17_25_18__000049910,byx,2025_09_28_17_25_18,10,0,0.0,0.18722427338361738,0.2832823395729065,0.4670493006706238,0,0,0,0,0,9,0,0,0,1,,
375,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000334340,gzj,2025_09_27_11_41_47,5,0,0.0,0.19595695286989212,0.2814115583896637,0.7192506790161133,0,0,1,2,0,4,0,0,0,1,,
376,vehicle_instability_allraw__hzh__2025_09_27_19_33_25__000297885,hzh,2025_09_27_19_33_25,5,0,0.0,0.1675499826669693,0.2813328504562378,0.9873329997062685,0,0,1,1,0,5,0,0,0,3,,
377,vehicle_instability_allraw__byx__2025_09_28_17_35_43__000104170,byx,2025_09_28_17_35_43,10,0,0.0,0.1655448257923126,0.2784391641616821,0.3111931681632995,0,0,3,5,0,10,0,0,0,2,,
378,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000260065,gzj,2025_09_27_11_41_47,5,0,0.0,0.21406159698963165,0.2783285081386566,0.5845099687576294,0,0,1,1,0,5,5,0,2,0,,
379,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000058475,gzj,2025_09_27_11_41_47,5,0,0.0,0.16851531118154522,0.2559889256954193,0.5126028060913086,0,0,1,2,0,5,0,0,0,1,,
380,vehicle_instability_allraw__byx__2025_09_28_17_05_51__000343900,byx,2025_09_28_17_05_51,5,0,0.0,0.19264376461505886,0.2461192011833191,0.5319759845733643,0,0,0,0,0,5,5,0,0,3,,
381,vehicle_instability_allraw__gf__2025_09_26_10_30_12__000275220,gf,2025_09_26_10_30_12,10,0,0.0,0.15175069533288474,0.244090661406517,0.2963576763868332,0,1,1,6,0,10,0,0,3,0,,
382,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000244230,yzy,2025_09_27_14_13_03,5,0,0.0,0.19891944229602812,0.2436076402664184,0.380307137966156,0,0,0,2,5,5,1,0,0,0,,
383,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000691675,hzh,2025_09_26_20_50_27,15,0,0.0,0.15671729991833366,0.228517472743988,0.5338959693908691,0,0,1,4,0,15,0,0,5,2,,
384,vehicle_instability_allraw__hzh__2025_09_26_20_50_27__000616100,hzh,2025_09_26_20_50_27,15,0,0.0,0.10885647535324096,0.2257304340600967,0.1402076631784439,0,1,0,10,8,14,12,0,5,0,,
385,vehicle_instability_allraw__yyl__2025_09_28_09_14_23__000487260,yyl,2025_09_28_09_14_23,5,0,0.0,0.1646685749292373,0.2053256034851074,0.1928589046001434,0,0,0,2,0,5,5,0,2,0,,
386,vehicle_instability_allraw__lxy__2025_09_28_18_06_16__000326285,lxy,2025_09_28_18_06_16,5,0,0.0,0.1352274373173713,0.1977308392524719,0.5452409982681274,0,0,0,1,0,4,4,0,0,0,,
387,vehicle_instability_allraw__byx__2025_09_28_17_15_52__000450690,byx,2025_09_28_17_15_52,10,0,0.0,0.1242511115968227,0.1946150660514831,0.058991998434066696,0,3,0,9,6,5,4,0,4,3,,
388,vehicle_instability_allraw__gzj__2025_09_27_11_41_47__000221595,gzj,2025_09_27_11_41_47,5,0,0.0,0.16516528129577634,0.1844979226589203,0.6197667121887207,0,0,1,1,0,5,0,0,1,3,,
389,vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000338510,rjy,2025_09_28_20_02_20,5,0,0.0,0.11476661115884776,0.142481118440628,0.5024799704551697,0,0,0,5,0,5,1,0,0,0,,
