sample_id,event_uid,subject,session_stamp,split,top1_branch,best_branch_oracle,top1_matches_best,top1_prob,prob_margin,branch_spread_mean,branch_spread_peak,rmse_branch0,rmse_branch1,rmse_branch2,rmse_bestk,rmse_top1_branch
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000104675__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000104675,yyl,2025_09_28_09_29_01,train,0,1,0,0.34375995,0.002879858,0.20183463,0.35695362,0.37091446,0.3158629,0.50976294,0.3158629,0.37091446
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000235890__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000235890,yyl,2025_09_28_09_29_01,train,2,2,1,0.39259613,0.039045393,0.21282296,0.3915617,0.36953235,0.60029775,0.32897615,0.32897615,0.32897615
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000357555__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000357555,yyl,2025_09_28_09_29_01,train,0,1,0,0.36188146,0.029782623,0.20431207,0.33849424,0.38467556,0.35645303,0.4802078,0.35645303,0.38467556
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000380585__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000380585,yyl,2025_09_28_09_29_01,train,2,2,1,0.38246438,0.03007093,0.2143189,0.32725066,0.4204978,0.7166541,0.19738926,0.19738926,0.19738926
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000449070__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000449070,yyl,2025_09_28_09_29_01,train,0,2,0,0.39788818,0.057415664,0.24267304,0.42878762,0.22674246,0.5407131,0.19700207,0.19700207,0.22674246
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000514465__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000514465,yyl,2025_09_28_09_29_01,train,2,2,1,0.40547967,0.060435474,0.22803067,0.40132418,0.428124,0.7075843,0.22456464,0.22456464,0.22456464
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000542080__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000542080,yyl,2025_09_28_09_29_01,train,0,1,0,0.34673187,0.018339992,0.18244718,0.32776862,0.432753,0.2592202,0.61393034,0.2592202,0.432753
vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000375965__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000375965,yyl,2025_09_28_09_39_01,train,0,2,0,0.3744361,0.010382384,0.20759843,0.369095,0.45581234,0.7015317,0.28660402,0.28660402,0.45581234
vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000513705__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000513705,yyl,2025_09_28_09_39_01,train,2,2,1,0.38175392,0.012555361,0.19895948,0.35740528,0.33586922,0.5025667,0.20605657,0.20605657,0.20605657
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000062885__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000062885,yyl,2025_09_28_09_49_11,test,0,1,0,0.39780188,0.070112705,0.14941262,0.27893683,0.7145701,0.57643765,0.8010766,0.57643765,0.7145701
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000327680__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000327680,yyl,2025_09_28_09_49_11,test,0,1,0,0.3745611,0.055998802,0.1668939,0.31064135,0.5932404,0.5372214,0.75163037,0.5372214,0.5932404
vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000484470__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_49_11__000484470,yyl,2025_09_28_09_49_11,test,0,2,0,0.3631439,0.0028454363,0.15720244,0.29534766,0.27330866,0.4145356,0.25606304,0.25606304,0.27330866
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000183010__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000183010,yzy,2025_09_27_14_13_03,train,0,0,1,0.43492535,0.10485858,0.26433066,0.4903041,0.18083197,0.3900263,0.457155,0.18083197,0.18083197
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000195245__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000195245,yzy,2025_09_27_14_13_03,train,2,0,0,0.3916007,0.040067673,0.08183866,0.16333452,0.08653912,0.14397743,0.14117706,0.08653912,0.14117706
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000216065__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000216065,yzy,2025_09_27_14_13_03,train,2,2,1,0.38000706,0.006428927,0.2196341,0.40102783,0.50225824,0.7502125,0.29545978,0.29545978,0.29545978
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000407925__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000407925,yzy,2025_09_27_14_13_03,train,0,1,0,0.35622227,0.022954524,0.2107013,0.35671952,0.85963345,0.7124664,1.0431234,0.7124664,0.85963345
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000418350__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000418350,yzy,2025_09_27_14_13_03,train,1,0,0,0.4012441,0.031413794,0.1428157,0.27101517,0.3731126,0.44778597,0.40360886,0.3731126,0.44778597
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000455460__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000455460,yzy,2025_09_27_14_13_03,train,0,0,1,0.3731387,0.05626121,0.19514598,0.34454778,0.17420095,0.34465638,0.31814468,0.17420095,0.17420095
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000524525__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000524525,yzy,2025_09_27_14_13_03,train,1,1,1,0.36796463,0.0108421445,0.22162752,0.38551158,0.48183638,0.3251125,0.6800338,0.3251125,0.3251125
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000543975__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000543975,yzy,2025_09_27_14_13_03,train,0,0,1,0.3927634,0.073878884,0.18465415,0.35597536,0.2047027,0.30913946,0.34199885,0.2047027,0.2047027
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000573090__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000573090,yzy,2025_09_27_14_13_03,train,0,0,1,0.38702884,0.011607707,0.10569008,0.20992748,0.11764019,0.15569524,0.20712309,0.11764019,0.11764019
vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000075085__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000075085,yzy,2025_09_27_14_26_04,val,0,0,1,0.4430969,0.14459905,0.18213598,0.31027317,0.23588456,0.28817707,0.37791744,0.23588456,0.23588456
vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000205385__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000205385,yzy,2025_09_27_14_26_04,val,0,0,1,0.34363097,0.015000612,0.22498447,0.40188202,0.4437749,0.6811177,0.44469273,0.4437749,0.4437749
vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000385650__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000385650,yzy,2025_09_27_14_26_04,val,0,0,1,0.36097816,0.039508373,0.18911596,0.35750303,0.08384946,0.24325885,0.29945183,0.08384946,0.08384946
vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000428685__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_26_04__000428685,yzy,2025_09_27_14_26_04,val,0,1,0,0.3728875,0.058220595,0.17167753,0.35320953,0.5500995,0.33855897,0.810328,0.33855897,0.5500995
vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000213665__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000213665,yzy,2025_09_27_14_37_08,val,2,1,0,0.37981707,0.014194965,0.23279123,0.41488388,0.44828182,0.3096122,0.7133995,0.3096122,0.7133995
vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000269385__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000269385,yzy,2025_09_27_14_37_08,val,2,2,1,0.38309678,0.036675513,0.25318557,0.37069383,0.86124456,1.138768,0.6429215,0.6429215,0.6429215
vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000376440__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000376440,yzy,2025_09_27_14_37_08,val,0,1,0,0.35269612,0.023864329,0.17748453,0.32441255,0.29366252,0.23076434,0.5004628,0.23076434,0.29366252
vehicle_instability_allraw__yzy__2025_09_27_15_04_26__000063290__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_15_04_26__000063290,yzy,2025_09_27_15_04_26,train,0,1,0,0.39486846,0.05580771,0.23052116,0.3789514,0.6998038,0.46546367,0.8709624,0.46546367,0.6998038
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000162845__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000162845,yzy,2025_09_27_15_07_57,train,2,2,1,0.38001332,0.010615289,0.21766287,0.3714229,0.22507356,0.48878527,0.21734554,0.21734554,0.21734554
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000292475__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000292475,yzy,2025_09_27_15_07_57,train,0,1,0,0.37039346,0.01876229,0.16248061,0.25792167,0.31651425,0.2538964,0.39363897,0.2538964,0.31651425
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000328880__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000328880,yzy,2025_09_27_15_07_57,train,0,2,0,0.35059318,0.024126947,0.22213955,0.36937132,0.55874914,0.8632123,0.34876618,0.34876618,0.55874914
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000358900__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000358900,yzy,2025_09_27_15_07_57,train,0,2,0,0.40763372,0.10130158,0.22123708,0.40891537,0.38821968,0.5561283,0.38798642,0.38798642,0.38821968
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000447025__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000447025,yzy,2025_09_27_15_07_57,train,1,0,0,0.3948412,0.04614851,0.19567552,0.33728752,0.1248586,0.28563341,0.26697376,0.1248586,0.28563341
vehicle_instability_allraw__zdq__2025_09_26_15_14_51__000239960__pre3_label3_response_coverage,vehicle_instability_allraw__zdq__2025_09_26_15_14_51__000239960,zdq,2025_09_26_15_14_51,train,2,1,0,0.3529824,0.011994213,0.2496523,0.47547916,1.0978968,1.0009923,1.3492004,1.0009923,1.3492004
vehicle_instability_allraw__zdq__2025_09_26_15_21_51__000231945__pre3_label3_response_coverage,vehicle_instability_allraw__zdq__2025_09_26_15_21_51__000231945,zdq,2025_09_26_15_21_51,train,0,0,1,0.3650547,0.033287972,0.19028662,0.3515051,0.09097676,0.31164327,0.22608565,0.09097676,0.09097676
vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000052510__pre3_label3_response_coverage,vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000052510,zdq,2025_09_26_15_27_09,train,0,0,1,0.38251203,0.04059127,0.25088626,0.4239916,0.2803467,0.5047327,0.39274138,0.2803467,0.2803467
vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000060750__pre3_label3_response_coverage,vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000060750,zdq,2025_09_26_15_27_09,train,0,0,1,0.38692212,0.052415222,0.2127308,0.37820488,0.24115321,0.2630933,0.43145242,0.24115321,0.24115321
vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000456530__pre3_label3_response_coverage,vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000456530,zdq,2025_09_26_15_27_09,train,2,0,0,0.3973593,0.013468981,0.11699693,0.18149374,0.083081506,0.19276583,0.17060715,0.083081506,0.17060715
vehicle_instability_allraw__zdq__2025_09_26_15_37_30__000202020__pre3_label3_response_coverage,vehicle_instability_allraw__zdq__2025_09_26_15_37_30__000202020,zdq,2025_09_26_15_37_30,train,0,0,1,0.34692284,0.0050899982,0.24312441,0.41167292,0.17741266,0.42561457,0.2836352,0.17741266,0.17741266
vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000058070__pre3_label3_response_coverage,vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000058070,zdq,2025_09_26_15_52_46,train,0,2,0,0.39574152,0.039615214,0.20640068,0.3420028,0.35000956,0.59385276,0.20447741,0.20447741,0.35000956
vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000130370__pre3_label3_response_coverage,vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000130370,zdq,2025_09_26_15_52_46,train,0,2,0,0.3912646,0.029967397,0.25158027,0.4703329,0.4775393,0.68983275,0.41944656,0.41944656,0.4775393
vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000577885__pre3_label3_response_coverage,vehicle_instability_allraw__zdq__2025_09_26_15_52_46__000577885,zdq,2025_09_26_15_52_46,train,2,2,1,0.4271764,0.07550284,0.10779169,0.19348879,0.2023019,0.34810266,0.12539601,0.12539601,0.12539601
vehicle_instability_allraw__zdq__2025_09_26_16_03_48__000347185__pre3_label3_response_coverage,vehicle_instability_allraw__zdq__2025_09_26_16_03_48__000347185,zdq,2025_09_26_16_03_48,train,0,0,1,0.3617382,0.008713245,0.22692849,0.37838015,0.3260943,0.49865386,0.37791896,0.3260943,0.3260943
vehicle_instability_allraw__zdq__2025_09_26_16_03_48__000471380__pre3_label3_response_coverage,vehicle_instability_allraw__zdq__2025_09_26_16_03_48__000471380,zdq,2025_09_26_16_03_48,train,0,0,1,0.38724846,0.0038835406,0.104878195,0.20661347,0.18104272,0.21793517,0.30216092,0.18104272,0.18104272
vehicle_instability_allraw__zt__2025_09_28_11_20_08__000158280__pre3_label3_response_coverage,vehicle_instability_allraw__zt__2025_09_28_11_20_08__000158280,zt,2025_09_28_11_20_08,train,0,0,1,0.4332907,0.095051944,0.2639878,0.47937334,0.35599002,0.5851653,0.39728612,0.35599002,0.35599002
vehicle_instability_allraw__zt__2025_09_28_11_20_08__000270535__pre3_label3_response_coverage,vehicle_instability_allraw__zt__2025_09_28_11_20_08__000270535,zt,2025_09_28_11_20_08,train,1,1,1,0.37268093,0.040884852,0.21665308,0.404687,0.4000499,0.33281854,0.5687717,0.33281854,0.33281854
vehicle_instability_allraw__zt__2025_09_28_11_20_08__000416365__pre3_label3_response_coverage,vehicle_instability_allraw__zt__2025_09_28_11_20_08__000416365,zt,2025_09_28_11_20_08,train,0,1,0,0.36300868,0.0410482,0.2604271,0.42785147,0.33403558,0.16856438,0.60775274,0.16856438,0.33403558
vehicle_instability_allraw__zt__2025_09_28_11_20_08__000472990__pre3_label3_response_coverage,vehicle_instability_allraw__zt__2025_09_28_11_20_08__000472990,zt,2025_09_28_11_20_08,train,2,0,0,0.37866762,0.013750106,0.21180281,0.36902705,0.2273242,0.3159492,0.37545747,0.2273242,0.37545747
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000101585__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000101585,zx,2025_09_27_16_32_00,train,0,1,0,0.3771382,0.021650553,0.18261816,0.32169902,0.26440394,0.10181538,0.56689435,0.10181538,0.26440394
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000312575__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000312575,zx,2025_09_27_16_32_00,train,2,1,0,0.38110843,0.016593337,0.26311523,0.47030163,0.7591383,0.7110917,0.9633087,0.7110917,0.9633087
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000398300__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000398300,zx,2025_09_27_16_32_00,train,1,1,1,0.38791826,0.04915145,0.1802,0.37026268,0.34734133,0.27928883,0.54405725,0.27928883,0.27928883
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000421025__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000421025,zx,2025_09_27_16_32_00,train,2,2,1,0.44680956,0.11174011,0.21085039,0.36382064,1.2977232,1.4329513,1.281712,1.281712,1.281712
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000490620__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000490620,zx,2025_09_27_16_32_00,train,0,0,1,0.40400213,0.09334561,0.25533143,0.4327683,0.19643742,0.43133435,0.38758883,0.19643742,0.19643742
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000645585__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000645585,zx,2025_09_27_16_32_00,train,2,0,0,0.3840791,0.024306178,0.17846185,0.29508352,0.238349,0.3511247,0.24164842,0.238349,0.24164842
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000078890__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000078890,zx,2025_09_27_16_46_13,val,1,1,1,0.3566141,0.021885306,0.23472892,0.41444993,0.48734075,0.28347573,0.76658726,0.28347573,0.28347573
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000087075__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000087075,zx,2025_09_27_16_46_13,val,0,2,0,0.39214393,0.04262951,0.23671916,0.40691444,1.1404644,1.4162276,0.95783806,0.95783806,1.1404644
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000152930__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000152930,zx,2025_09_27_16_46_13,val,0,2,0,0.40710124,0.079072654,0.25811812,0.48516452,0.7422524,1.0276264,0.49076545,0.49076545,0.7422524
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000263295__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000263295,zx,2025_09_27_16_46_13,val,0,2,0,0.3710235,0.031572312,0.23556933,0.39105612,0.75423425,0.95309603,0.5941446,0.5941446,0.75423425
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000293010__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000293010,zx,2025_09_27_16_46_13,val,1,1,1,0.36428735,0.025199622,0.20498653,0.3651397,0.32142618,0.23888548,0.50349647,0.23888548,0.23888548
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000316255__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000316255,zx,2025_09_27_16_46_13,val,0,1,0,0.3556669,0.0026071966,0.22509848,0.4200075,1.6535152,1.5398376,1.8772979,1.5398376,1.6535152
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000599550__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000599550,zx,2025_09_27_16_46_13,val,0,2,0,0.3836717,0.03338325,0.18700242,0.3285651,0.48662353,0.5786386,0.40560225,0.40560225,0.48662353
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000632670__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000632670,zx,2025_09_27_16_46_13,val,2,0,0,0.4369151,0.06605321,0.07819886,0.1599071,0.16267268,0.20470724,0.23414819,0.16267268,0.23414819
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000103335__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000103335,zx,2025_09_27_17_14_07,train,0,0,1,0.3779471,0.051101476,0.2285626,0.38584027,0.3750894,0.4663626,0.48112974,0.3750894,0.3750894
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000412950__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000412950,zx,2025_09_27_17_14_07,train,2,2,1,0.38657963,0.031237215,0.22710153,0.4190545,0.72179127,0.9535167,0.5953068,0.5953068,0.5953068
vehicle_instability_allraw__zx__2025_09_27_17_25_16__000018420__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_25_16__000018420,zx,2025_09_27_17_25_16,train,0,2,0,0.3741896,0.03634906,0.23162451,0.3880286,0.35768872,0.59580284,0.2452023,0.2452023,0.35768872
vehicle_instability_allraw__zx__2025_09_27_17_25_16__000055950__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_25_16__000055950,zx,2025_09_27_17_25_16,train,0,2,0,0.3670686,0.03396508,0.18667656,0.37464422,0.52567476,0.7597236,0.3989304,0.3989304,0.52567476
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000177210__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_29_08__000177210,zx,2025_09_27_17_29_08,train,0,1,0,0.36378852,0.027982354,0.2819086,0.5428784,0.48050147,0.29190257,0.87856126,0.29190257,0.48050147
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000199530__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_29_08__000199530,zx,2025_09_27_17_29_08,train,2,0,0,0.39792824,0.030400962,0.20653285,0.38205904,0.18494357,0.40921614,0.25424632,0.18494357,0.25424632
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000166410__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000166410,zx,2025_09_27_17_45_11,val,1,1,1,0.58727944,0.24112675,0.14012088,0.24727982,0.75478715,0.7154837,0.85849357,0.7154837,0.7154837
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000242010__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000242010,zx,2025_09_27_17_45_11,val,2,1,0,0.3912646,0.03198144,0.2124194,0.38951984,0.63966405,0.39544272,0.86423343,0.39544272,0.86423343
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000361280__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000361280,zx,2025_09_27_17_45_11,val,2,2,1,0.37242573,0.03668049,0.2526534,0.43160462,0.7923545,0.99237436,0.7243497,0.7243497,0.7243497
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000449820__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000449820,zx,2025_09_27_17_45_11,val,0,0,1,0.358922,0.00048199296,0.22104126,0.35661867,0.32710648,0.5232931,0.3994997,0.32710648,0.32710648
vehicle_instability_allraw__zx__2025_09_27_17_56_42__000080875__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_56_42__000080875,zx,2025_09_27_17_56_42,train,2,0,0,0.3854081,0.014423072,0.19457874,0.3297575,0.28279135,0.45359802,0.35023472,0.28279135,0.35023472
vehicle_instability_allraw__zx__2025_09_27_17_56_42__000108650__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_56_42__000108650,zx,2025_09_27_17_56_42,train,1,0,0,0.35771552,0.0051342547,0.18245268,0.33729142,0.32788083,0.32818177,0.41295737,0.32788083,0.32818177
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000020450__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000020450,zx,2025_09_27_18_00_08,test,2,0,0,0.39875662,0.050653964,0.22884703,0.39334777,0.34839597,0.3538988,0.5052946,0.34839597,0.5052946
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000149680__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000149680,zx,2025_09_27_18_00_08,test,0,1,0,0.38023356,0.0057137012,0.25999045,0.48964435,0.71809196,0.39817962,1.0911908,0.39817962,0.71809196
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000173505__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000173505,zx,2025_09_27_18_00_08,test,0,1,0,0.41644734,0.11274654,0.24776241,0.4869458,0.8078403,0.6041995,1.1522242,0.6041995,0.8078403
vehicle_instability_allraw__zx__2025_09_27_18_00_08__000353905__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_18_00_08__000353905,zx,2025_09_27_18_00_08,test,0,1,0,0.38412043,0.032141596,0.23863007,0.47106808,0.4931939,0.20577236,0.8333569,0.20577236,0.4931939
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000048255__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_18_07_01__000048255,zx,2025_09_27_18_07_01,train,0,1,0,0.36541423,0.045518488,0.16656503,0.2436841,0.37338078,0.20744611,0.52822644,0.20744611,0.37338078
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000071310__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_18_07_01__000071310,zx,2025_09_27_18_07_01,train,2,2,1,0.38805702,0.01687488,0.21133488,0.37812018,0.7485017,0.9310239,0.6717057,0.6717057,0.6717057
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000376460__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_18_07_01__000376460,zx,2025_09_27_18_07_01,train,0,0,1,0.4581034,0.15938506,0.11534021,0.22732535,0.04414078,0.18462941,0.15938371,0.04414078,0.04414078
vehicle_instability_allraw__zx__2025_09_27_18_07_01__000584705__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_18_07_01__000584705,zx,2025_09_27_18_07_01,train,2,2,1,0.34047967,0.00527218,0.15908585,0.294123,0.33146673,0.5056538,0.20133492,0.20133492,0.20133492
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000096340__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_18_17_48__000096340,zx,2025_09_27_18_17_48,train,2,2,1,0.40910408,0.08123174,0.24859093,0.43254572,0.6532202,0.88088965,0.5898112,0.5898112,0.5898112
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000253945__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_18_17_48__000253945,zx,2025_09_27_18_17_48,train,2,2,1,0.38007805,0.009462684,0.19636323,0.34306794,0.4289813,0.6476386,0.23400654,0.23400654,0.23400654
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000377105__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_18_17_48__000377105,zx,2025_09_27_18_17_48,train,0,1,0,0.3869498,0.06996927,0.20315756,0.35146767,0.31398246,0.2591787,0.45070827,0.2591787,0.31398246
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000468965__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_18_17_48__000468965,zx,2025_09_27_18_17_48,train,0,1,0,0.38636774,0.043095738,0.1448605,0.25627434,0.24412473,0.14375742,0.3619878,0.14375742,0.24412473
vehicle_instability_allraw__zx__2025_09_27_18_17_48__000554770__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_18_17_48__000554770,zx,2025_09_27_18_17_48,train,0,0,1,0.37643987,0.045809925,0.096816815,0.16872606,0.1699248,0.18478839,0.22319351,0.1699248,0.1699248
