sample_id,event_uid,subject,session_stamp,window_config_id,split,split_strategy,track_id,gt_peak_abs,is_large_response,is_difficult_peak_top20,sample_rmse__keypoint_residual_vehicle_transformer_no_subject,sample_rmse__rbf_kernel_ridge_context_no_subject,wrong_side__keypoint_residual_vehicle_transformer_no_subject,wrong_side__rbf_kernel_ridge_context_no_subject,large_response_recalled__keypoint_residual_vehicle_transformer_no_subject,large_response_recalled__rbf_kernel_ridge_context_no_subject,severe_amp_under__keypoint_residual_vehicle_transformer_no_subject,severe_amp_under__rbf_kernel_ridge_context_no_subject,peak_amp_abs_error__keypoint_residual_vehicle_transformer_no_subject,peak_amp_abs_error__rbf_kernel_ridge_context_no_subject,peak_time_abs_error_s__keypoint_residual_vehicle_transformer_no_subject,peak_time_abs_error_s__rbf_kernel_ridge_context_no_subject,onset_delay_abs_error_s__keypoint_residual_vehicle_transformer_no_subject,onset_delay_abs_error_s__rbf_kernel_ridge_context_no_subject,tail_abs_error__keypoint_residual_vehicle_transformer_no_subject,tail_abs_error__rbf_kernel_ridge_context_no_subject,tail_drift_risk__keypoint_residual_vehicle_transformer_no_subject,tail_drift_risk__rbf_kernel_ridge_context_no_subject,zero_crossing_mismatch__keypoint_residual_vehicle_transformer_no_subject,zero_crossing_mismatch__rbf_kernel_ridge_context_no_subject,reversal_count_exact__keypoint_residual_vehicle_transformer_no_subject,reversal_count_exact__rbf_kernel_ridge_context_no_subject,pred_peak_abs__keypoint_residual_vehicle_transformer_no_subject,pred_peak_abs__rbf_kernel_ridge_context_no_subject,pred_reversal_count__keypoint_residual_vehicle_transformer_no_subject,pred_reversal_count__rbf_kernel_ridge_context_no_subject,pred_multi_segment__keypoint_residual_vehicle_transformer_no_subject,pred_multi_segment__rbf_kernel_ridge_context_no_subject,anchor_time_rel_s,curvature_anchor,input_valid_ratio,event_type,event_level,road_type_anchor,old_v400_road_type_mode,old_v400_phase_mode,road_design_module_name,road_design_instance_name,road_design_risk_class,road_design_mapping_reliability,keypoint_better_rmse,rmse_delta_keypoint_minus_rbf,pred_peak_abs__delta_keypoint_minus_rbf,pred_reversal_count__delta_keypoint_minus_rbf,pred_multi_segment__delta_keypoint_minus_rbf,selector_prob_keypoint,selector_threshold,selected_model,selected_keypoint,oracle_keypoint,selection_outcome,sample_rmse_rbf,sample_rmse_keypoint,sample_rmse_selected,sample_rmse_oracle,selector_regret_vs_oracle,selector_delta_vs_rbf,keypoint_delta_vs_rbf,selector_helped_rbf,selector_hurt_rbf,wrong_side__selected,wrong_side__delta_selected_minus_rbf,large_response_recalled__selected,large_response_recalled__delta_selected_minus_rbf,severe_amp_under__selected,severe_amp_under__delta_selected_minus_rbf,tail_drift_risk__selected,tail_drift_risk__delta_selected_minus_rbf,zero_crossing_mismatch__selected,zero_crossing_mismatch__delta_selected_minus_rbf,reversal_count_exact__selected,reversal_count_exact__delta_selected_minus_rbf
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000357555__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000357555,yyl,2025_09_28_09_29_01,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,1.211084008216858,0,0,0.43195641040802,0.3091430962085724,0.0,0.0,0.0,0.0,0.0,0.0,0.1830673217773437,0.2712306380271911,0.3650000095367431,0.1449999809265136,0.2649999856948852,0.3349999934434891,0.2708055814728141,0.0817540884017944,0.0,0.0,0.0,0.0,0.0,0.0,1.3941513299942017,0.9398533701896667,1.0,137.0,0.0,1.0,357.555,0.0,1.0,instability_ay_roll,strong_active,straight,straight,primary,middle_section,section5,design_regular_road,very_low,0,0.1228133141994476,0.4542979598045349,-136.0,-1.0,0.5515931773656912,0.55,keypoint_residual_vehicle_transformer_no_subject,1,0,FP_select_keypoint_hurts,0.3091430962085724,0.43195641040802,0.43195641040802,0.3091430962085724,0.12281331419944763,0.12281331419944763,0.12281331419944763,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000380585__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000380585,yyl,2025_09_28_09_29_01,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,1.3021910190582275,0,0,0.3607600927352905,0.1727657169103622,0.0,0.0,0.0,0.0,0.0,0.0,0.0559037923812866,0.1534196138381958,0.3949999809265136,0.024999976158142,0.2749999761581421,0.7400000095367432,0.2308273687958717,0.1612385064363479,0.0,0.0,0.0,0.0,0.0,0.0,1.246287226676941,1.4556106328964231,1.0,12.0,0.0,1.0,380.585,0.0,1.0,instability_ay_roll,strong_active,straight,straight,secondary,middle_section,section5,design_regular_road,very_low,0,0.1879943758249283,-0.2093234062194822,-11.0,-1.0,0.3505903621540067,0.55,rbf_kernel_ridge_context_no_subject,0,0,TN_keep_rbf_correct,0.1727657169103622,0.3607600927352905,0.1727657169103622,0.1727657169103622,0.0,0.0,0.18799437582492834,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000449070__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000449070,yyl,2025_09_28_09_29_01,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,1.127134084701538,0,0,0.1957969069480896,0.1709643900394439,0.0,0.0,0.0,0.0,0.0,0.0,0.0700422525405883,0.2367730140686035,0.059999942779541,0.0949999094009399,0.2350000143051147,0.0299999713897705,0.3825898766517639,0.2568550817668438,0.0,0.0,0.0,0.0,1.0,0.0,1.0570918321609497,0.8903610706329346,1.0,88.0,0.0,1.0,449.07,0.0,1.0,instability_ay_roll,strong_active,straight,straight,secondary,middle_section,section6,design_regular_road,very_low,0,0.0248325169086457,0.1667307615280151,-87.0,-1.0,0.5919220698831058,0.55,keypoint_residual_vehicle_transformer_no_subject,1,0,FP_select_keypoint_hurts,0.1709643900394439,0.1957969069480896,0.1957969069480896,0.1709643900394439,0.024832516908645713,0.024832516908645713,0.024832516908645713,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000514465__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000514465,yyl,2025_09_28_09_29_01,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,2.017595052719116,1,1,0.518136203289032,0.3358848690986633,0.0,0.0,1.0,1.0,0.0,0.0,0.6546527147293091,0.4221880435943603,0.3149999380111694,0.059999942779541,0.2200000286102295,0.2049999833106994,0.2440567314624786,0.0780321583151817,0.0,0.0,1.0,0.0,0.0,0.0,1.3629423379898071,1.595407009124756,1.0,70.0,0.0,1.0,514.465,0.0,1.0,instability_ay_roll,extreme_active,straight,straight,secondary,differentmu_road,mu1,design_high_risk_surface,high,0,0.1822513341903687,-0.2324646711349489,-69.0,-1.0,0.2373320260612725,0.55,rbf_kernel_ridge_context_no_subject,0,0,TN_keep_rbf_correct,0.3358848690986633,0.518136203289032,0.3358848690986633,0.3358848690986633,0.0,0.0,0.1822513341903687,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000542080__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_29_01__000542080,yyl,2025_09_28_09_29_01,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,1.3100411891937256,0,0,0.4265782237052917,0.3100605010986328,0.0,0.0,0.0,0.0,0.0,0.0,0.165024995803833,0.6052802801132202,0.3200000524520874,0.0250000953674316,0.5900000333786011,0.0450000166893005,0.1871865391731262,0.1045389659702777,0.0,0.0,0.0,0.0,0.0,0.0,1.1450161933898926,0.7047609090805054,1.0,134.0,0.0,1.0,542.08,0.0,1.0,instability_ay_roll,strong_active,straight,straight,secondary,differentmu_road,mu1,design_high_risk_surface,very_low,0,0.1165177226066588,0.4402552843093872,-133.0,-1.0,0.4924046174518981,0.55,rbf_kernel_ridge_context_no_subject,0,0,TN_keep_rbf_correct,0.3100605010986328,0.4265782237052917,0.3100605010986328,0.3100605010986328,0.0,0.0,0.11651772260665888,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000375965__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000375965,yyl,2025_09_28_09_39_01,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,1.5273334980010986,0,0,0.5148473978042603,0.4430685341358185,0.0,0.0,0.0,0.0,0.0,0.0,0.3938652276992798,0.4075547456741333,0.5,0.3350000381469726,0.3600000143051147,0.979999989271164,0.2616059547290206,0.2274453863501548,0.0,0.0,1.0,0.0,0.0,0.0,1.1334682703018188,1.119778752326965,1.0,42.0,0.0,1.0,375.965,0.0,1.0,instability_ay_roll,medium_active,straight,straight,secondary,middle_section,section5,design_regular_road,very_low,0,0.0717788636684417,0.0136895179748537,-41.0,-1.0,0.1239545543013271,0.55,rbf_kernel_ridge_context_no_subject,0,0,TN_keep_rbf_correct,0.4430685341358185,0.5148473978042603,0.4430685341358185,0.4430685341358185,0.0,0.0,0.07177886366844177,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000513705__pre3_label3_response_coverage,vehicle_instability_allraw__yyl__2025_09_28_09_39_01__000513705,yyl,2025_09_28_09_39_01,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,1.082103967666626,0,0,0.2577786743640899,0.1618762165307998,0.0,0.0,0.0,0.0,0.0,0.0,0.3760759830474853,0.1684402227401733,0.2649999856948852,0.0600000619888305,0.6399999931454659,0.015000008046627,0.2230708040297031,0.1670933365821838,0.0,0.0,1.0,0.0,0.0,0.0,1.458179950714111,1.250544190406799,1.0,21.0,0.0,1.0,513.705,-0.0,1.0,instability_ay_roll,strong_active,straight,straight,secondary,differentmu_road,mu1,design_high_risk_surface,medium,0,0.0959024578332901,0.207635760307312,-20.0,-1.0,0.4194308164859126,0.55,rbf_kernel_ridge_context_no_subject,0,0,TN_keep_rbf_correct,0.1618762165307998,0.2577786743640899,0.1618762165307998,0.1618762165307998,0.0,0.0,0.0959024578332901,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000183010__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000183010,yzy,2025_09_27_14_13_03,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,1.3213930130004885,0,0,0.7376865744590759,0.1766340881586074,0.0,0.0,0.0,0.0,1.0,0.0,1.0341970920562744,0.0292621850967407,1.0499999523162842,0.0,1.479999989271164,0.0999999940395355,0.3086629211902618,0.0300518022850155,0.0,0.0,1.0,0.0,0.0,0.0,0.2871959209442138,1.2921308279037476,0.0,102.0,0.0,1.0,183.01,-0.00729802,1.0,instability_ay_roll,strong_active,curve,curve,secondary,curve1,curve1,design_curve_context,high,0,0.5610524863004686,-1.0049349069595337,-102.0,-1.0,0.0436405885918627,0.55,rbf_kernel_ridge_context_no_subject,0,0,TN_keep_rbf_correct,0.1766340881586074,0.7376865744590759,0.1766340881586074,0.1766340881586074,0.0,0.0,0.5610524863004686,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000195245__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000195245,yzy,2025_09_27_14_13_03,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,0.4152141809463501,0,0,0.2407360821962356,0.0194535125046968,1.0,0.0,0.0,0.0,0.0,0.0,0.2061078697443008,0.033538281917572,1.7999999523162842,0.0049999952316284,1.5649999529123306,0.0150000005960464,0.2581505626440048,0.0040698088705539,1.0,0.0,0.0,0.0,0.0,1.0,0.2091063112020492,0.3816758990287781,0.0,5.0,0.0,1.0,195.245,-0.00729802,1.0,instability_ay_roll,weak,curve,curve,secondary,curve1,curve1,design_curve_context,low,0,0.2212825696915388,-0.1725695878267288,-5.0,-1.0,0.0082157339233195,0.55,rbf_kernel_ridge_context_no_subject,0,0,TN_keep_rbf_correct,0.0194535125046968,0.2407360821962356,0.0194535125046968,0.0194535125046968,0.0,0.0,0.2212825696915388,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000216065__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000216065,yzy,2025_09_27_14_13_03,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,1.981476664543152,1,1,0.485025018453598,0.4343881011009216,0.0,0.0,1.0,1.0,0.0,0.0,0.5544763803482056,0.7876501083374023,0.2799999713897705,0.1499999761581421,0.6400000154972076,0.0649999976158142,0.2584764212369919,0.2463064268231392,0.0,0.0,1.0,0.0,0.0,0.0,1.4270002841949463,1.1938265562057495,1.0,29.0,0.0,1.0,216.065,0.0,1.0,instability_ay_roll,strong_active,straight,straight,secondary,middle_section,section3,design_regular_road,low,0,0.0506369173526764,0.2331737279891967,-28.0,-1.0,0.4898396831250495,0.55,rbf_kernel_ridge_context_no_subject,0,0,TN_keep_rbf_correct,0.4343881011009216,0.485025018453598,0.4343881011009216,0.4343881011009216,0.0,0.0,0.05063691735267645,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000407925__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000407925,yzy,2025_09_27_14_13_03,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,2.8658339977264404,1,1,0.9290366172790528,0.5241154432296753,0.0,0.0,1.0,1.0,0.0,0.0,1.3210402727127075,1.043453574180603,0.3550000190734863,0.0049999952316284,0.0600000023841857,0.4299999475479126,0.6002993183210492,0.4742146283388138,0.0,0.0,0.0,0.0,0.0,0.0,1.544793725013733,1.8223804235458367,1.0,88.0,0.0,1.0,407.925,0.0,1.0,instability_ay_roll,extreme_active,straight,straight,primary,middle_section,section5,design_regular_road,very_low,0,0.4049211740493775,-0.2775866985321042,-87.0,-1.0,0.2374044234296395,0.55,rbf_kernel_ridge_context_no_subject,0,0,TN_keep_rbf_correct,0.5241154432296753,0.9290366172790528,0.5241154432296753,0.5241154432296753,0.0,0.0,0.40492117404937755,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000418350__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000418350,yzy,2025_09_27_14_13_03,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,1.4049899578094482,0,0,0.2841888964176178,0.0463956743478775,0.0,0.0,0.0,0.0,1.0,0.0,0.7511956095695496,0.1329518556594848,0.1500000953674316,0.0050001144409179,0.1299999952316284,0.0,0.1048601567745208,0.0060713291168212,0.0,0.0,0.0,0.0,0.0,1.0,0.6537943482398987,1.2720381021499634,1.0,2.0,0.0,1.0,418.35,0.0,1.0,instability_ay_roll,extreme_active,straight,straight,secondary,middle_section,section5,design_regular_road,very_low,0,0.2377932220697403,-0.6182437539100647,-1.0,-1.0,0.1108735865399375,0.55,rbf_kernel_ridge_context_no_subject,0,0,TN_keep_rbf_correct,0.0463956743478775,0.2841888964176178,0.0463956743478775,0.0463956743478775,0.0,0.0,0.2377932220697403,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000455460__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000455460,yzy,2025_09_27_14_13_03,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,1.5606759786605835,0,0,0.3378338515758514,0.2063521891832351,0.0,0.0,0.0,0.0,0.0,0.0,0.3580601215362549,0.3548667430877685,0.2300000190734863,0.0499999523162841,0.6650000065565109,0.0600000023841857,0.4553054031566717,0.2786706686019897,0.0,0.0,0.0,0.0,0.0,0.0,1.2026158571243286,1.205809235572815,1.0,46.0,0.0,1.0,455.46,-0.0,1.0,instability_ay_roll,strong_active,straight,straight,secondary,middle_section,section5,design_regular_road,very_low,0,0.1314816623926162,-0.0031933784484863,-45.0,-1.0,0.467789805974336,0.55,rbf_kernel_ridge_context_no_subject,0,0,TN_keep_rbf_correct,0.2063521891832351,0.3378338515758514,0.2063521891832351,0.2063521891832351,0.0,0.0,0.13148166239261627,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000524525__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000524525,yzy,2025_09_27_14_13_03,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,1.4992369413375854,0,0,0.5128380060195923,0.175938218832016,0.0,0.0,0.0,0.0,0.0,0.0,0.5117711424827576,0.2301142215728759,0.4549999237060547,0.3349999189376831,0.2649999856948852,0.0750000476837158,0.0262836813926696,0.0030144080519676,0.0,0.0,0.0,0.0,0.0,0.0,0.987465798854828,1.2691227197647097,1.0,54.0,0.0,1.0,524.525,0.0,1.0,instability_ay_roll,strong_active,straight,straight,secondary,middle_section,section6,design_regular_road,very_low,0,0.3368997871875763,-0.2816569209098817,-53.0,-1.0,0.6063871005286261,0.55,keypoint_residual_vehicle_transformer_no_subject,1,0,FP_select_keypoint_hurts,0.175938218832016,0.5128380060195923,0.5128380060195923,0.175938218832016,0.3368997871875763,0.3368997871875763,0.3368997871875763,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000543975__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000543975,yzy,2025_09_27_14_13_03,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,1.474458932876587,0,0,0.2701579928398132,0.2255060970783233,0.0,0.0,0.0,0.0,0.0,0.0,0.2947243452072143,0.3979058265686035,0.4399999380111694,0.4499999284744262,0.2149999737739563,0.1949999928474426,0.0496666505932807,0.155092753469944,0.0,0.0,0.0,0.0,0.0,0.0,1.1797345876693726,1.0765531063079834,1.0,142.0,0.0,1.0,543.975,-0.0,1.0,instability_ay_roll,strong_active,straight,straight,primary,differentmu_road,mu1,design_high_risk_surface,very_low,0,0.0446518957614898,0.1031814813613891,-141.0,-1.0,0.5160164586466827,0.55,rbf_kernel_ridge_context_no_subject,0,0,TN_keep_rbf_correct,0.2255060970783233,0.2701579928398132,0.2255060970783233,0.2255060970783233,0.0,0.0,0.04465189576148987,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000573090__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_14_13_03__000573090,yzy,2025_09_27_14_13_03,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,0.262497991323471,0,0,0.1704264134168625,0.0451421812176704,0.0,0.0,0.0,0.0,0.0,0.0,0.3324581682682037,0.0623562037944793,0.2799999713897705,0.0149999856948852,0.3050000071525574,0.3999999910593033,0.0142158903181552,0.0259192548692226,0.0,0.0,1.0,0.0,0.0,0.0,0.5949561595916748,0.3248541951179504,1.0,1.0,0.0,0.0,573.09,-0.0,1.0,instability_ay_roll,instability_medium,design_high_risk_surface,none,none,differentmu_road,mu1,design_high_risk_surface,very_low,0,0.1252842321991921,0.2701019644737244,0.0,0.0,0.0066661664989264,0.55,rbf_kernel_ridge_context_no_subject,0,0,TN_keep_rbf_correct,0.0451421812176704,0.1704264134168625,0.0451421812176704,0.0451421812176704,0.0,0.0,0.1252842321991921,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vehicle_instability_allraw__yzy__2025_09_27_15_04_26__000063290__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_15_04_26__000063290,yzy,2025_09_27_15_04_26,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,1.6285650730133057,0,0,0.7235084176063538,0.3902959525585174,0.0,0.0,0.0,0.0,1.0,0.0,1.0579025745391846,0.7479249835014343,0.7400000095367432,0.2999999523162842,0.985000029206276,0.084999993443489,0.4391577132046222,0.1112757921218872,0.0,0.0,0.0,0.0,0.0,0.0,0.5706624984741211,0.8806400895118713,1.0,159.0,0.0,1.0,63.29,0.0,1.0,instability_ay_roll,extreme_active,straight,straight,secondary,longstraight,longstraight,design_regular_road,high,0,0.3332124650478363,-0.3099775910377502,-158.0,-1.0,0.6940732732841223,0.55,keypoint_residual_vehicle_transformer_no_subject,1,0,FP_select_keypoint_hurts,0.3902959525585174,0.7235084176063538,0.7235084176063538,0.3902959525585174,0.33321246504783636,0.33321246504783636,0.33321246504783636,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000162845__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000162845,yzy,2025_09_27_15_07_57,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,1.1686729192733765,0,0,0.3276639580726623,0.3339515030384063,0.0,0.0,0.0,0.0,0.0,0.0,0.2627499103546142,0.0561825037002563,0.2599999904632568,0.3600000143051147,0.5150000154972076,0.1149999797344207,0.1895157992839813,0.1403840426501119,0.0,0.0,1.0,0.0,0.0,0.0,1.4314228296279907,1.2248554229736328,1.0,87.0,0.0,1.0,162.845,0.0,1.0,instability_ay_roll,strong_active,curve,curve,secondary,middle_section,section3,design_regular_road,low,1,-0.006287544965744,0.2065674066543579,-86.0,-1.0,0.8283072982826634,0.55,keypoint_residual_vehicle_transformer_no_subject,1,1,TP_select_keypoint_correct,0.3339515030384063,0.3276639580726623,0.3276639580726623,0.3276639580726623,0.0,-0.0062875449657440186,-0.0062875449657440186,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000292475__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000292475,yzy,2025_09_27_15_07_57,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,0.4766499996185303,0,0,0.4147505164146423,0.1370156556367874,0.0,0.0,0.0,0.0,0.0,0.0,0.6127533912658691,0.0806267261505127,0.6150001287460327,0.565000057220459,0.5949999839067459,0.1400000005960464,0.0887289699167013,0.0523017644882202,0.0,0.0,0.0,0.0,0.0,0.0,1.0894033908843994,0.557276725769043,1.0,102.0,0.0,1.0,292.475,0.0,1.0,instability_ay_roll,weak,straight,straight,secondary,middle_section,section4,design_regular_road,low,0,0.2777348607778549,0.5321266651153564,-101.0,-1.0,0.4826063254332293,0.55,rbf_kernel_ridge_context_no_subject,0,0,TN_keep_rbf_correct,0.1370156556367874,0.4147505164146423,0.1370156556367874,0.1370156556367874,0.0,0.0,0.2777348607778549,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000328880__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000328880,yzy,2025_09_27_15_07_57,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,0.9054773449897766,0,0,0.513528048992157,0.4935397207736969,0.0,0.0,0.0,0.0,0.0,0.0,0.1990725398063659,0.0997312664985656,0.1699999570846557,0.2400000095367431,0.6300000101327896,0.0,0.1435061432421207,0.1292658671736717,0.0,0.0,0.0,0.0,0.0,0.0,1.1045498847961426,0.8057460784912109,1.0,146.0,0.0,1.0,328.88,0.0,1.0,instability_ay_roll,medium_active,straight,straight,secondary,curve2,curve2,design_curve_context,low,0,0.01998832821846,0.2988038063049316,-145.0,-1.0,0.5476783540135542,0.55,rbf_kernel_ridge_context_no_subject,0,0,TN_keep_rbf_correct,0.4935397207736969,0.513528048992157,0.4935397207736969,0.4935397207736969,0.0,0.0,0.019988328218460083,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000358900__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000358900,yzy,2025_09_27_15_07_57,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,1.4224441051483154,0,0,0.4710202813148498,0.227711483836174,0.0,0.0,0.0,0.0,0.0,0.0,0.1952898502349853,0.066465139389038,0.4350000619888305,0.2549999952316284,0.7100000157952309,0.0599999949336051,0.0185716488631442,0.0048570623621344,0.0,0.0,0.0,0.0,0.0,0.0,1.22715425491333,1.3559789657592771,1.0,16.0,0.0,1.0,358.9,0.0,1.0,instability_ay_roll,strong_active,straight,straight,secondary,middle_section,section5,design_regular_road,very_low,0,0.2433087974786758,-0.128824710845947,-15.0,-1.0,0.3344473096816658,0.55,rbf_kernel_ridge_context_no_subject,0,0,TN_keep_rbf_correct,0.227711483836174,0.4710202813148498,0.227711483836174,0.227711483836174,0.0,0.0,0.2433087974786758,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000447025__pre3_label3_response_coverage,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000447025,yzy,2025_09_27_15_07_57,pre3_label3_response_coverage,train,session_level_split,B_response3s_strict_core,0.5797989964485168,0,0,0.1467552483081817,0.1623201668262481,0.0,0.0,0.0,0.0,0.0,0.0,0.4023968577384949,0.2171042561531067,0.2549999952316284,0.4200000762939453,0.0950000286102294,0.074999988079071,0.0966844409704208,0.0366497952491045,0.0,0.0,1.0,0.0,0.0,0.0,0.9821958541870116,0.7969032526016235,1.0,105.0,0.0,1.0,447.025,0.0,1.0,instability_ay_roll,strong_active,straight,straight,secondary,middle_section,section6,design_regular_road,very_low,1,-0.0155649185180664,0.185292601585388,-104.0,-1.0,0.6205573021492136,0.55,keypoint_residual_vehicle_transformer_no_subject,1,1,TP_select_keypoint_correct,0.1623201668262481,0.1467552483081817,0.1467552483081817,0.1467552483081817,0.0,-0.015564918518066406,-0.015564918518066406,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
